period,originName,destinationId,gradeId,gradeName,quantity,quantity-units
2010-01-01,Algeria,US,HSW,Heavy Sweet,345,thousand barrels
2010-01-01,Algeria,US,LSW,Light Sweet,9240,thousand barrels
2010-01-01,Algeria,US,MED,Medium,540,thousand barrels
2010-01-01,Angola,US,LSW,Light Sweet,5812,thousand barrels
2010-01-01,Angola,US,MED,Medium,3439,thousand barrels
2010-01-01,Argentina,US,HSW,Heavy Sweet,548,thousand barrels
2010-01-01,Azerbaijan,US,LSW,Light Sweet,950,thousand barrels
2010-01-01,Bolivia,US,LSW,Light Sweet,301,thousand barrels
2010-01-01,Brazil,US,HSO,Heavy Sour,6530,thousand barrels
2010-01-01,Brazil,US,HSW,Heavy Sweet,383,thousand barrels
2010-01-01,Brazil,US,LSW,Light Sweet,387,thousand barrels
2010-01-01,Brazil,US,MED,Medium,1093,thousand barrels
2010-01-01,Cameroon,US,HSW,Heavy Sweet,1924,thousand barrels
2010-01-01,Canada,US,HSO,Heavy Sour,31620,thousand barrels
2010-01-01,Canada,US,HSW,Heavy Sweet,1289,thousand barrels
2010-01-01,Canada,US,LSO,Light Sour,3910,thousand barrels
2010-01-01,Canada,US,LSW,Light Sweet,7748,thousand barrels
2010-01-01,Canada,US,MED,Medium,13486,thousand barrels
2010-01-01,Chad,US,HSW,Heavy Sweet,1430,thousand barrels
2010-01-01,Colombia,US,HSO,Heavy Sour,7428,thousand barrels
2010-01-01,Colombia,US,LSW,Light Sweet,796,thousand barrels
2010-01-01,Colombia,US,MED,Medium,865,thousand barrels
2010-01-01,Congo-Brazzaville,US,LSW,Light Sweet,1347,thousand barrels
2010-01-01,Ecuador,US,HSO,Heavy Sour,6650,thousand barrels
2010-01-01,Equatorial Guinea,US,LSW,Light Sweet,647,thousand barrels
2010-01-01,Equatorial Guinea,US,MED,Medium,995,thousand barrels
2010-01-01,Gabon,US,LSW,Light Sweet,597,thousand barrels
2010-01-01,Gabon,US,MED,Medium,3790,thousand barrels
2010-01-01,Guatemala,US,HSW,Heavy Sweet,277,thousand barrels
2010-01-01,Indonesia,US,HSW,Heavy Sweet,916,thousand barrels
2010-01-01,Iraq,US,MED,Medium,16199,thousand barrels
2010-01-01,Kuwait,US,HSO,Heavy Sour,701,thousand barrels
2010-01-01,Kuwait,US,MED,Medium,1357,thousand barrels
2010-01-01,Libya,US,LSW,Light Sweet,1169,thousand barrels
2010-01-01,Malaysia,US,MED,Medium,382,thousand barrels
2010-01-01,Mauritania,US,MED,Medium,330,thousand barrels
2010-01-01,Mexico,US,HSO,Heavy Sour,25193,thousand barrels
2010-01-01,Mexico,US,LSO,Light Sour,5651,thousand barrels
2010-01-01,Mexico,US,LSW,Light Sweet,345,thousand barrels
2010-01-01,Mexico,US,MED,Medium,1166,thousand barrels
2010-01-01,Nigeria,US,LSO,Light Sour,947,thousand barrels
2010-01-01,Nigeria,US,LSW,Light Sweet,18619,thousand barrels
2010-01-01,Nigeria,US,MED,Medium,12367,thousand barrels
2010-01-01,Peru,US,HSO,Heavy Sour,450,thousand barrels
2010-01-01,Russia,US,HSO,Heavy Sour,1370,thousand barrels
2010-01-01,Russia,US,LSW,Light Sweet,717,thousand barrels
2010-01-01,Russia,US,MED,Medium,2171,thousand barrels
2010-01-01,Saudi Arabia,US,HSO,Heavy Sour,228,thousand barrels
2010-01-01,Saudi Arabia,US,LSO,Light Sour,3664,thousand barrels
2010-01-01,Saudi Arabia,US,MED,Medium,25575,thousand barrels
2010-01-01,Thailand,US,LSW,Light Sweet,862,thousand barrels
2010-01-01,Trinidad and Tobago,US,LSW,Light Sweet,1260,thousand barrels
2010-01-01,Trinidad and Tobago,US,MED,Medium,367,thousand barrels
2010-01-01,United Kingdom,US,HSO,Heavy Sour,516,thousand barrels
2010-01-01,United Kingdom,US,LSO,Light Sour,2028,thousand barrels
2010-01-01,United Kingdom,US,LSW,Light Sweet,2207,thousand barrels
2010-01-01,Venezuela,US,HSO,Heavy Sour,26899,thousand barrels
2010-01-01,Venezuela,US,HSW,Heavy Sweet,593,thousand barrels
2010-01-01,Venezuela,US,LSO,Light Sour,393,thousand barrels
2010-01-01,Venezuela,US,LSW,Light Sweet,622,thousand barrels
2010-01-01,Venezuela,US,MED,Medium,3808,thousand barrels
2010-01-01,Vietnam,US,LSW,Light Sweet,1129,thousand barrels
2010-02-01,Algeria,US,LSO,Light Sour,413,thousand barrels
2010-02-01,Algeria,US,LSW,Light Sweet,8546,thousand barrels
2010-02-01,Angola,US,LSW,Light Sweet,3978,thousand barrels
2010-02-01,Angola,US,MED,Medium,6622,thousand barrels
2010-02-01,Argentina,US,HSW,Heavy Sweet,1488,thousand barrels
2010-02-01,Azerbaijan,US,LSW,Light Sweet,1504,thousand barrels
2010-02-01,Bolivia,US,LSW,Light Sweet,269,thousand barrels
2010-02-01,Brazil,US,HSO,Heavy Sour,4018,thousand barrels
2010-02-01,Brazil,US,HSW,Heavy Sweet,783,thousand barrels
2010-02-01,Brazil,US,MED,Medium,562,thousand barrels
2010-02-01,Cameroon,US,HSW,Heavy Sweet,953,thousand barrels
2010-02-01,Canada,US,HSO,Heavy Sour,31377,thousand barrels
2010-02-01,Canada,US,HSW,Heavy Sweet,1573,thousand barrels
2010-02-01,Canada,US,LSO,Light Sour,2619,thousand barrels
2010-02-01,Canada,US,LSW,Light Sweet,6944,thousand barrels
2010-02-01,Canada,US,MED,Medium,10520,thousand barrels
2010-02-01,Colombia,US,HSO,Heavy Sour,8661,thousand barrels
2010-02-01,Colombia,US,MED,Medium,1737,thousand barrels
2010-02-01,Congo-Brazzaville,US,LSW,Light Sweet,2127,thousand barrels
2010-02-01,Congo-Kinshasa,US,MED,Medium,720,thousand barrels
2010-02-01,Ecuador,US,HSO,Heavy Sour,3728,thousand barrels
2010-02-01,Ecuador,US,HSW,Heavy Sweet,341,thousand barrels
2010-02-01,Egypt,US,HSO,Heavy Sour,547,thousand barrels
2010-02-01,Gabon,US,LSW,Light Sweet,1587,thousand barrels
2010-02-01,Guatemala,US,HSW,Heavy Sweet,542,thousand barrels
2010-02-01,Indonesia,US,HSW,Heavy Sweet,600,thousand barrels
2010-02-01,Indonesia,US,LSW,Light Sweet,132,thousand barrels
2010-02-01,Indonesia,US,MED,Medium,731,thousand barrels
2010-02-01,Iraq,US,MED,Medium,15107,thousand barrels
2010-02-01,Kazakhstan,US,LSO,Light Sour,705,thousand barrels
2010-02-01,Kuwait,US,HSO,Heavy Sour,1686,thousand barrels
2010-02-01,Kuwait,US,HSW,Heavy Sweet,475,thousand barrels
2010-02-01,Kuwait,US,MED,Medium,4228,thousand barrels
2010-02-01,Libya,US,LSW,Light Sweet,501,thousand barrels
2010-02-01,Malaysia,US,LSW,Light Sweet,577,thousand barrels
2010-02-01,Mauritania,US,MED,Medium,340,thousand barrels
2010-02-01,Mexico,US,HSO,Heavy Sour,21214,thousand barrels
2010-02-01,Mexico,US,LSO,Light Sour,4448,thousand barrels
2010-02-01,Mexico,US,LSW,Light Sweet,864,thousand barrels
2010-02-01,Nigeria,US,LSW,Light Sweet,16781,thousand barrels
2010-02-01,Nigeria,US,MED,Medium,9261,thousand barrels
2010-02-01,Norway,US,HSO,Heavy Sour,628,thousand barrels
2010-02-01,Peru,US,HSO,Heavy Sour,334,thousand barrels
2010-02-01,Peru,US,MED,Medium,360,thousand barrels
2010-02-01,Russia,US,HSO,Heavy Sour,1008,thousand barrels
2010-02-01,Russia,US,LSW,Light Sweet,1203,thousand barrels
2010-02-01,Russia,US,MED,Medium,3772,thousand barrels
2010-02-01,Saudi Arabia,US,LSO,Light Sour,2976,thousand barrels
2010-02-01,Saudi Arabia,US,MED,Medium,21555,thousand barrels
2010-02-01,Thailand,US,LSW,Light Sweet,198,thousand barrels
2010-02-01,Trinidad and Tobago,US,LSW,Light Sweet,1259,thousand barrels
2010-02-01,United Kingdom,US,HSO,Heavy Sour,497,thousand barrels
2010-02-01,United Kingdom,US,LSO,Light Sour,2604,thousand barrels
2010-02-01,United Kingdom,US,LSW,Light Sweet,4179,thousand barrels
2010-02-01,Venezuela,US,HSO,Heavy Sour,26605,thousand barrels
2010-02-01,Venezuela,US,HSW,Heavy Sweet,457,thousand barrels
2010-02-01,Venezuela,US,LSW,Light Sweet,247,thousand barrels
2010-02-01,Venezuela,US,MED,Medium,5459,thousand barrels
2010-03-01,Algeria,US,HSW,Heavy Sweet,702,thousand barrels
2010-03-01,Algeria,US,LSW,Light Sweet,7866,thousand barrels
2010-03-01,Angola,US,HSO,Heavy Sour,947,thousand barrels
2010-03-01,Angola,US,LSW,Light Sweet,3004,thousand barrels
2010-03-01,Angola,US,MED,Medium,12178,thousand barrels
2010-03-01,Australia,US,HSW,Heavy Sweet,571,thousand barrels
2010-03-01,Azerbaijan,US,LSW,Light Sweet,499,thousand barrels
2010-03-01,Brazil,US,HSO,Heavy Sour,8918,thousand barrels
2010-03-01,Brazil,US,HSW,Heavy Sweet,341,thousand barrels
2010-03-01,Cameroon,US,HSW,Heavy Sweet,1925,thousand barrels
2010-03-01,Canada,US,HSO,Heavy Sour,37585,thousand barrels
2010-03-01,Canada,US,HSW,Heavy Sweet,860,thousand barrels
2010-03-01,Canada,US,LSO,Light Sour,3694,thousand barrels
2010-03-01,Canada,US,LSW,Light Sweet,6147,thousand barrels
2010-03-01,Canada,US,MED,Medium,14003,thousand barrels
2010-03-01,China,US,HSW,Heavy Sweet,246,thousand barrels
2010-03-01,Colombia,US,HSO,Heavy Sour,4803,thousand barrels
2010-03-01,Colombia,US,LSW,Light Sweet,499,thousand barrels
2010-03-01,Colombia,US,MED,Medium,1407,thousand barrels
2010-03-01,Congo-Brazzaville,US,LSW,Light Sweet,3843,thousand barrels
2010-03-01,Ecuador,US,HSO,Heavy Sour,5660,thousand barrels
2010-03-01,Egypt,US,MED,Medium,998,thousand barrels
2010-03-01,Equatorial Guinea,US,LSW,Light Sweet,1842,thousand barrels
2010-03-01,Equatorial Guinea,US,MED,Medium,2946,thousand barrels
2010-03-01,Gabon,US,LSW,Light Sweet,2227,thousand barrels
2010-03-01,Gabon,US,MED,Medium,2290,thousand barrels
2010-03-01,Indonesia,US,LSW,Light Sweet,207,thousand barrels
2010-03-01,Indonesia,US,MED,Medium,430,thousand barrels
2010-03-01,Iraq,US,MED,Medium,14639,thousand barrels
2010-03-01,Kuwait,US,HSO,Heavy Sour,159,thousand barrels
2010-03-01,Kuwait,US,HSW,Heavy Sweet,472,thousand barrels
2010-03-01,Kuwait,US,MED,Medium,6131,thousand barrels
2010-03-01,Libya,US,LSW,Light Sweet,1369,thousand barrels
2010-03-01,Mexico,US,HSO,Heavy Sour,26334,thousand barrels
2010-03-01,Mexico,US,LSO,Light Sour,7115,thousand barrels
2010-03-01,Mexico,US,LSW,Light Sweet,379,thousand barrels
2010-03-01,Mexico,US,MED,Medium,1456,thousand barrels
2010-03-01,Nigeria,US,LSO,Light Sour,345,thousand barrels
2010-03-01,Nigeria,US,LSW,Light Sweet,19111,thousand barrels
2010-03-01,Nigeria,US,MED,Medium,10286,thousand barrels
2010-03-01,Norway,US,MED,Medium,165,thousand barrels
2010-03-01,Russia,US,HSO,Heavy Sour,1572,thousand barrels
2010-03-01,Russia,US,LSO,Light Sour,380,thousand barrels
2010-03-01,Russia,US,LSW,Light Sweet,1719,thousand barrels
2010-03-01,Russia,US,MED,Medium,4023,thousand barrels
2010-03-01,Saudi Arabia,US,HSO,Heavy Sour,949,thousand barrels
2010-03-01,Saudi Arabia,US,LSO,Light Sour,3700,thousand barrels
2010-03-01,Saudi Arabia,US,MED,Medium,29791,thousand barrels
2010-03-01,Thailand,US,LSW,Light Sweet,230,thousand barrels
2010-03-01,Trinidad and Tobago,US,LSW,Light Sweet,1259,thousand barrels
2010-03-01,Trinidad and Tobago,US,MED,Medium,368,thousand barrels
2010-03-01,United Kingdom,US,HSO,Heavy Sour,1054,thousand barrels
2010-03-01,United Kingdom,US,LSO,Light Sour,1649,thousand barrels
2010-03-01,United Kingdom,US,LSW,Light Sweet,1686,thousand barrels
2010-03-01,Venezuela,US,HSO,Heavy Sour,31009,thousand barrels
2010-03-01,Venezuela,US,LSO,Light Sour,548,thousand barrels
2010-03-01,Venezuela,US,LSW,Light Sweet,300,thousand barrels
2010-03-01,Venezuela,US,MED,Medium,3990,thousand barrels
2010-03-01,Vietnam,US,LSW,Light Sweet,207,thousand barrels
2010-04-01,Algeria,US,LSW,Light Sweet,8746,thousand barrels
2010-04-01,Angola,US,HSO,Heavy Sour,3754,thousand barrels
2010-04-01,Angola,US,HSW,Heavy Sweet,511,thousand barrels
2010-04-01,Angola,US,LSW,Light Sweet,3707,thousand barrels
2010-04-01,Angola,US,MED,Medium,8246,thousand barrels
2010-04-01,Australia,US,LSW,Light Sweet,606,thousand barrels
2010-04-01,Azerbaijan,US,LSW,Light Sweet,2667,thousand barrels
2010-04-01,Bolivia,US,LSW,Light Sweet,301,thousand barrels
2010-04-01,Brazil,US,HSO,Heavy Sour,6888,thousand barrels
2010-04-01,Brazil,US,HSW,Heavy Sweet,1384,thousand barrels
2010-04-01,Brazil,US,MED,Medium,721,thousand barrels
2010-04-01,Cameroon,US,HSW,Heavy Sweet,1553,thousand barrels
2010-04-01,Canada,US,HSO,Heavy Sour,33541,thousand barrels
2010-04-01,Canada,US,HSW,Heavy Sweet,766,thousand barrels
2010-04-01,Canada,US,LSO,Light Sour,3242,thousand barrels
2010-04-01,Canada,US,LSW,Light Sweet,6262,thousand barrels
2010-04-01,Canada,US,MED,Medium,12069,thousand barrels
2010-04-01,Colombia,US,HSO,Heavy Sour,8185,thousand barrels
2010-04-01,Colombia,US,LSW,Light Sweet,500,thousand barrels
2010-04-01,Colombia,US,MED,Medium,2237,thousand barrels
2010-04-01,Congo-Brazzaville,US,HSO,Heavy Sour,481,thousand barrels
2010-04-01,Congo-Brazzaville,US,LSO,Light Sour,496,thousand barrels
2010-04-01,Congo-Brazzaville,US,LSW,Light Sweet,1595,thousand barrels
2010-04-01,Congo-Brazzaville,US,MED,Medium,900,thousand barrels
2010-04-01,Congo-Kinshasa,US,MED,Medium,450,thousand barrels
2010-04-01,Cote d'Ivoire,US,MED,Medium,647,thousand barrels
2010-04-01,Ecuador,US,HSO,Heavy Sour,3131,thousand barrels
2010-04-01,Ecuador,US,MED,Medium,3607,thousand barrels
2010-04-01,Equatorial Guinea,US,MED,Medium,997,thousand barrels
2010-04-01,Gabon,US,LSO,Light Sour,398,thousand barrels
2010-04-01,Gabon,US,LSW,Light Sweet,560,thousand barrels
2010-04-01,Gabon,US,MED,Medium,2768,thousand barrels
2010-04-01,Guatemala,US,HSO,Heavy Sour,266,thousand barrels
2010-04-01,Guatemala,US,HSW,Heavy Sweet,266,thousand barrels
2010-04-01,Indonesia,US,LSW,Light Sweet,208,thousand barrels
2010-04-01,Indonesia,US,MED,Medium,643,thousand barrels
2010-04-01,Iraq,US,LSW,Light Sweet,63,thousand barrels
2010-04-01,Iraq,US,MED,Medium,14322,thousand barrels
2010-04-01,Kazakhstan,US,LSO,Light Sour,1055,thousand barrels
2010-04-01,Kuwait,US,HSO,Heavy Sour,712,thousand barrels
2010-04-01,Kuwait,US,HSW,Heavy Sweet,949,thousand barrels
2010-04-01,Kuwait,US,MED,Medium,6692,thousand barrels
2010-04-01,Libya,US,LSO,Light Sour,237,thousand barrels
2010-04-01,Libya,US,LSW,Light Sweet,1391,thousand barrels
2010-04-01,Mexico,US,HSO,Heavy Sour,28088,thousand barrels
2010-04-01,Mexico,US,LSO,Light Sour,5567,thousand barrels
2010-04-01,Mexico,US,LSW,Light Sweet,347,thousand barrels
2010-04-01,Mexico,US,MED,Medium,371,thousand barrels
2010-04-01,Nigeria,US,HSO,Heavy Sour,745,thousand barrels
2010-04-01,Nigeria,US,LSO,Light Sour,200,thousand barrels
2010-04-01,Nigeria,US,LSW,Light Sweet,19304,thousand barrels
2010-04-01,Nigeria,US,MED,Medium,11516,thousand barrels
2010-04-01,Norway,US,HSW,Heavy Sweet,568,thousand barrels
2010-04-01,Norway,US,LSW,Light Sweet,2064,thousand barrels
2010-04-01,Peru,US,HSO,Heavy Sour,399,thousand barrels
2010-04-01,Peru,US,MED,Medium,380,thousand barrels
2010-04-01,Russia,US,HSO,Heavy Sour,1564,thousand barrels
2010-04-01,Russia,US,LSO,Light Sour,1526,thousand barrels
2010-04-01,Russia,US,MED,Medium,5548,thousand barrels
2010-04-01,Saudi Arabia,US,LSO,Light Sour,2547,thousand barrels
2010-04-01,Saudi Arabia,US,MED,Medium,34288,thousand barrels
2010-04-01,Thailand,US,LSW,Light Sweet,236,thousand barrels
2010-04-01,Trinidad and Tobago,US,LSW,Light Sweet,1259,thousand barrels
2010-04-01,Trinidad and Tobago,US,MED,Medium,541,thousand barrels
2010-04-01,United Kingdom,US,HSO,Heavy Sour,515,thousand barrels
2010-04-01,United Kingdom,US,LSO,Light Sour,2320,thousand barrels
2010-04-01,United Kingdom,US,LSW,Light Sweet,1279,thousand barrels
2010-04-01,Venezuela,US,HSO,Heavy Sour,27129,thousand barrels
2010-04-01,Venezuela,US,HSW,Heavy Sweet,215,thousand barrels
2010-04-01,Venezuela,US,LSW,Light Sweet,885,thousand barrels
2010-04-01,Venezuela,US,MED,Medium,4525,thousand barrels
2010-04-01,Vietnam,US,LSW,Light Sweet,190,thousand barrels
2010-05-01,Algeria,US,LSW,Light Sweet,10908,thousand barrels
2010-05-01,Angola,US,HSO,Heavy Sour,827,thousand barrels
2010-05-01,Angola,US,LSW,Light Sweet,2829,thousand barrels
2010-05-01,Angola,US,MED,Medium,9470,thousand barrels
2010-05-01,Azerbaijan,US,LSW,Light Sweet,3142,thousand barrels
2010-05-01,Brazil,US,HSO,Heavy Sour,7172,thousand barrels
2010-05-01,Brazil,US,HSW,Heavy Sweet,1101,thousand barrels
2010-05-01,Brazil,US,MED,Medium,1385,thousand barrels
2010-05-01,Cameroon,US,HSW,Heavy Sweet,1905,thousand barrels
2010-05-01,Canada,US,HSO,Heavy Sour,35662,thousand barrels
2010-05-01,Canada,US,HSW,Heavy Sweet,1204,thousand barrels
2010-05-01,Canada,US,LSO,Light Sour,2979,thousand barrels
2010-05-01,Canada,US,LSW,Light Sweet,2628,thousand barrels
2010-05-01,Canada,US,MED,Medium,19452,thousand barrels
2010-05-01,China,US,HSW,Heavy Sweet,246,thousand barrels
2010-05-01,Colombia,US,HSO,Heavy Sour,7326,thousand barrels
2010-05-01,Colombia,US,MED,Medium,1804,thousand barrels
2010-05-01,Congo-Brazzaville,US,LSW,Light Sweet,2760,thousand barrels
2010-05-01,Cote d'Ivoire,US,MED,Medium,644,thousand barrels
2010-05-01,Ecuador,US,HSO,Heavy Sour,4958,thousand barrels
2010-05-01,Ecuador,US,MED,Medium,681,thousand barrels
2010-05-01,Equatorial Guinea,US,LSW,Light Sweet,441,thousand barrels
2010-05-01,Equatorial Guinea,US,MED,Medium,1944,thousand barrels
2010-05-01,Gabon,US,LSW,Light Sweet,1988,thousand barrels
2010-05-01,Gabon,US,MED,Medium,472,thousand barrels
2010-05-01,Guatemala,US,HSW,Heavy Sweet,526,thousand barrels
2010-05-01,Indonesia,US,HSW,Heavy Sweet,600,thousand barrels
2010-05-01,Indonesia,US,LSW,Light Sweet,188,thousand barrels
2010-05-01,Indonesia,US,MED,Medium,652,thousand barrels
2010-05-01,Iraq,US,MED,Medium,12003,thousand barrels
2010-05-01,Kazakhstan,US,LSO,Light Sour,653,thousand barrels
2010-05-01,Kazakhstan,US,MED,Medium,332,thousand barrels
2010-05-01,Kuwait,US,HSO,Heavy Sour,1740,thousand barrels
2010-05-01,Kuwait,US,MED,Medium,4926,thousand barrels
2010-05-01,Libya,US,LSW,Light Sweet,765,thousand barrels
2010-05-01,Mexico,US,HSO,Heavy Sour,33529,thousand barrels
2010-05-01,Mexico,US,LSO,Light Sour,5466,thousand barrels
2010-05-01,Mexico,US,LSW,Light Sweet,330,thousand barrels
2010-05-01,Mexico,US,MED,Medium,1000,thousand barrels
2010-05-01,Nigeria,US,LSW,Light Sweet,20802,thousand barrels
2010-05-01,Nigeria,US,MED,Medium,12322,thousand barrels
2010-05-01,Norway,US,HSO,Heavy Sour,1024,thousand barrels
2010-05-01,Norway,US,LSW,Light Sweet,354,thousand barrels
2010-05-01,Norway,US,MED,Medium,1051,thousand barrels
2010-05-01,Peru,US,HSO,Heavy Sour,379,thousand barrels
2010-05-01,Russia,US,HSO,Heavy Sour,2969,thousand barrels
2010-05-01,Russia,US,LSO,Light Sour,921,thousand barrels
2010-05-01,Russia,US,MED,Medium,7218,thousand barrels
2010-05-01,Saudi Arabia,US,HSO,Heavy Sour,646,thousand barrels
2010-05-01,Saudi Arabia,US,LSO,Light Sour,5136,thousand barrels
2010-05-01,Saudi Arabia,US,MED,Medium,28101,thousand barrels
2010-05-01,Thailand,US,LSW,Light Sweet,486,thousand barrels
2010-05-01,Trinidad and Tobago,US,LSW,Light Sweet,839,thousand barrels
2010-05-01,United Arab Emirates,US,MED,Medium,295,thousand barrels
2010-05-01,United Kingdom,US,HSO,Heavy Sour,1026,thousand barrels
2010-05-01,United Kingdom,US,LSO,Light Sour,446,thousand barrels
2010-05-01,United Kingdom,US,LSW,Light Sweet,598,thousand barrels
2010-05-01,Venezuela,US,HSO,Heavy Sour,32432,thousand barrels
2010-05-01,Venezuela,US,HSW,Heavy Sweet,1520,thousand barrels
2010-05-01,Venezuela,US,LSW,Light Sweet,417,thousand barrels
2010-05-01,Venezuela,US,MED,Medium,4369,thousand barrels
2010-05-01,Vietnam,US,LSW,Light Sweet,407,thousand barrels
2010-06-01,Algeria,US,LSO,Light Sour,541,thousand barrels
2010-06-01,Algeria,US,LSW,Light Sweet,10698,thousand barrels
2010-06-01,Angola,US,HSO,Heavy Sour,2526,thousand barrels
2010-06-01,Angola,US,LSW,Light Sweet,1643,thousand barrels
2010-06-01,Angola,US,MED,Medium,9584,thousand barrels
2010-06-01,Argentina,US,HSW,Heavy Sweet,1014,thousand barrels
2010-06-01,Azerbaijan,US,LSW,Light Sweet,2706,thousand barrels
2010-06-01,Belize,US,LSO,Light Sour,131,thousand barrels
2010-06-01,Bolivia,US,LSW,Light Sweet,304,thousand barrels
2010-06-01,Brazil,US,HSO,Heavy Sour,7613,thousand barrels
2010-06-01,Brazil,US,MED,Medium,1586,thousand barrels
2010-06-01,Cameroon,US,HSW,Heavy Sweet,987,thousand barrels
2010-06-01,Canada,US,HSO,Heavy Sour,35019,thousand barrels
2010-06-01,Canada,US,HSW,Heavy Sweet,773,thousand barrels
2010-06-01,Canada,US,LSO,Light Sour,3386,thousand barrels
2010-06-01,Canada,US,LSW,Light Sweet,4401,thousand barrels
2010-06-01,Canada,US,MED,Medium,21639,thousand barrels
2010-06-01,China,US,HSW,Heavy Sweet,246,thousand barrels
2010-06-01,Colombia,US,HSO,Heavy Sour,8013,thousand barrels
2010-06-01,Colombia,US,LSW,Light Sweet,1179,thousand barrels
2010-06-01,Colombia,US,MED,Medium,2426,thousand barrels
2010-06-01,Congo-Brazzaville,US,LSW,Light Sweet,1034,thousand barrels
2010-06-01,Congo-Kinshasa,US,MED,Medium,439,thousand barrels
2010-06-01,Cote d'Ivoire,US,LSW,Light Sweet,237,thousand barrels
2010-06-01,Ecuador,US,HSO,Heavy Sour,5694,thousand barrels
2010-06-01,Ecuador,US,MED,Medium,1664,thousand barrels
2010-06-01,Equatorial Guinea,US,MED,Medium,994,thousand barrels
2010-06-01,Gabon,US,LSW,Light Sweet,875,thousand barrels
2010-06-01,Gabon,US,MED,Medium,2592,thousand barrels
2010-06-01,Guatemala,US,HSW,Heavy Sweet,266,thousand barrels
2010-06-01,Indonesia,US,HSW,Heavy Sweet,566,thousand barrels
2010-06-01,Indonesia,US,MED,Medium,201,thousand barrels
2010-06-01,Iraq,US,HSO,Heavy Sour,216,thousand barrels
2010-06-01,Iraq,US,MED,Medium,18218,thousand barrels
2010-06-01,Kazakhstan,US,LSO,Light Sour,701,thousand barrels
2010-06-01,Kuwait,US,HSO,Heavy Sour,1424,thousand barrels
2010-06-01,Kuwait,US,MED,Medium,4925,thousand barrels
2010-06-01,Libya,US,LSW,Light Sweet,2107,thousand barrels
2010-06-01,Mexico,US,HSO,Heavy Sour,25523,thousand barrels
2010-06-01,Mexico,US,LSO,Light Sour,5960,thousand barrels
2010-06-01,Mexico,US,LSW,Light Sweet,285,thousand barrels
2010-06-01,Mexico,US,MED,Medium,499,thousand barrels
2010-06-01,Netherlands,US,LSW,Light Sweet,949,thousand barrels
2010-06-01,Nigeria,US,LSO,Light Sour,468,thousand barrels
2010-06-01,Nigeria,US,LSW,Light Sweet,20633,thousand barrels
2010-06-01,Nigeria,US,MED,Medium,11813,thousand barrels
2010-06-01,Norway,US,LSW,Light Sweet,336,thousand barrels
2010-06-01,Peru,US,HSO,Heavy Sour,334,thousand barrels
2010-06-01,Russia,US,HSO,Heavy Sour,1666,thousand barrels
2010-06-01,Russia,US,LSO,Light Sour,1791,thousand barrels
2010-06-01,Russia,US,LSW,Light Sweet,720,thousand barrels
2010-06-01,Russia,US,MED,Medium,8293,thousand barrels
2010-06-01,Saudi Arabia,US,HSO,Heavy Sour,305,thousand barrels
2010-06-01,Saudi Arabia,US,LSO,Light Sour,3258,thousand barrels
2010-06-01,Saudi Arabia,US,MED,Medium,29771,thousand barrels
2010-06-01,Thailand,US,LSW,Light Sweet,686,thousand barrels
2010-06-01,Trinidad and Tobago,US,LSW,Light Sweet,863,thousand barrels
2010-06-01,Trinidad and Tobago,US,MED,Medium,704,thousand barrels
2010-06-01,United Kingdom,US,HSO,Heavy Sour,528,thousand barrels
2010-06-01,United Kingdom,US,LSO,Light Sour,2014,thousand barrels
2010-06-01,United Kingdom,US,LSW,Light Sweet,963,thousand barrels
2010-06-01,Venezuela,US,HSO,Heavy Sour,25181,thousand barrels
2010-06-01,Venezuela,US,HSW,Heavy Sweet,2909,thousand barrels
2010-06-01,Venezuela,US,LSW,Light Sweet,296,thousand barrels
2010-06-01,Venezuela,US,MED,Medium,3955,thousand barrels
2010-06-01,Vietnam,US,LSW,Light Sweet,882,thousand barrels
2010-07-01,Algeria,US,LSO,Light Sour,1022,thousand barrels
2010-07-01,Algeria,US,LSW,Light Sweet,9665,thousand barrels
2010-07-01,Algeria,US,MED,Medium,258,thousand barrels
2010-07-01,Angola,US,HSO,Heavy Sour,952,thousand barrels
2010-07-01,Angola,US,LSO,Light Sour,119,thousand barrels
2010-07-01,Angola,US,LSW,Light Sweet,4658,thousand barrels
2010-07-01,Angola,US,MED,Medium,5854,thousand barrels
2010-07-01,Argentina,US,HSW,Heavy Sweet,484,thousand barrels
2010-07-01,Australia,US,HSW,Heavy Sweet,1942,thousand barrels
2010-07-01,Azerbaijan,US,LSW,Light Sweet,2634,thousand barrels
2010-07-01,Azerbaijan,US,MED,Medium,945,thousand barrels
2010-07-01,Belize,US,LSO,Light Sour,129,thousand barrels
2010-07-01,Bolivia,US,LSW,Light Sweet,270,thousand barrels
2010-07-01,Brazil,US,HSO,Heavy Sour,8331,thousand barrels
2010-07-01,Brazil,US,HSW,Heavy Sweet,903,thousand barrels
2010-07-01,Brazil,US,MED,Medium,522,thousand barrels
2010-07-01,Cameroon,US,HSW,Heavy Sweet,2500,thousand barrels
2010-07-01,Canada,US,HSO,Heavy Sour,35382,thousand barrels
2010-07-01,Canada,US,HSW,Heavy Sweet,1327,thousand barrels
2010-07-01,Canada,US,LSO,Light Sour,4344,thousand barrels
2010-07-01,Canada,US,LSW,Light Sweet,3181,thousand barrels
2010-07-01,Canada,US,MED,Medium,19474,thousand barrels
2010-07-01,Chad,US,HSW,Heavy Sweet,1387,thousand barrels
2010-07-01,China,US,HSW,Heavy Sweet,235,thousand barrels
