period,originName,destinationId,gradeId,gradeName,quantity,quantity-units
2020-06-01,United Kingdom,US,LSW,Light Sweet,629,thousand barrels
2020-07-01,Angola,US,HSW,Heavy Sweet,222,thousand barrels
2020-07-01,Angola,US,LSW,Light Sweet,8,thousand barrels
2020-07-01,Argentina,US,HSW,Heavy Sweet,2028,thousand barrels
2020-07-01,Argentina,US,LSW,Light Sweet,930,thousand barrels
2020-07-01,Brazil,US,HSW,Heavy Sweet,989,thousand barrels
2020-07-01,Brazil,US,MED,Medium,1154,thousand barrels
2020-07-01,Brunei,US,MED,Medium,402,thousand barrels
2020-07-01,Cameroon,US,MED,Medium,269,thousand barrels
2020-07-01,Canada,US,HSO,Heavy Sour,65329,thousand barrels
2020-07-01,Canada,US,HSW,Heavy Sweet,9545,thousand barrels
2020-07-01,Canada,US,LSO,Light Sour,4281,thousand barrels
2020-07-01,Canada,US,LSW,Light Sweet,4464,thousand barrels
2020-07-01,Canada,US,MED,Medium,25562,thousand barrels
2020-07-01,Colombia,US,HSO,Heavy Sour,7371,thousand barrels
2020-07-01,Colombia,US,HSW,Heavy Sweet,497,thousand barrels
2020-07-01,Colombia,US,LSO,Light Sour,545,thousand barrels
2020-07-01,Colombia,US,MED,Medium,1024,thousand barrels
2020-07-01,Ecuador,US,HSO,Heavy Sour,2883,thousand barrels
2020-07-01,Ghana,US,MED,Medium,280,thousand barrels
2020-07-01,Guatemala,US,HSO,Heavy Sour,282,thousand barrels
2020-07-01,Guyana,US,MED,Medium,323,thousand barrels
2020-07-01,Iraq,US,HSO,Heavy Sour,1789,thousand barrels
2020-07-01,Iraq,US,MED,Medium,2438,thousand barrels
2020-07-01,Kazakhstan,US,LSO,Light Sour,633,thousand barrels
2020-07-01,Kuwait,US,MED,Medium,2090,thousand barrels
2020-07-01,Mexico,US,HSO,Heavy Sour,16312,thousand barrels
2020-07-01,Mexico,US,LSO,Light Sour,204,thousand barrels
2020-07-01,Mexico,US,MED,Medium,4289,thousand barrels
2020-07-01,Nigeria,US,HSW,Heavy Sweet,5,thousand barrels
2020-07-01,Nigeria,US,LSW,Light Sweet,410,thousand barrels
2020-07-01,Nigeria,US,MED,Medium,345,thousand barrels
2020-07-01,Norway,US,MED,Medium,69,thousand barrels
2020-07-01,Peru,US,LSW,Light Sweet,321,thousand barrels
2020-07-01,Russia,US,LSO,Light Sour,1362,thousand barrels
2020-07-01,Russia,US,MED,Medium,702,thousand barrels
2020-07-01,Saudi Arabia,US,HSO,Heavy Sour,1583,thousand barrels
2020-07-01,Saudi Arabia,US,MED,Medium,18273,thousand barrels
2020-07-01,Trinidad and Tobago,US,HSO,Heavy Sour,2608,thousand barrels
2020-07-01,Trinidad and Tobago,US,MED,Medium,360,thousand barrels
2020-07-01,United Arab Emirates,US,LSO,Light Sour,148,thousand barrels
2020-07-01,United Kingdom,US,HSO,Heavy Sour,758,thousand barrels
2020-08-01,Angola,US,LSW,Light Sweet,58,thousand barrels
2020-08-01,Argentina,US,HSW,Heavy Sweet,1334,thousand barrels
2020-08-01,Argentina,US,LSW,Light Sweet,1830,thousand barrels
2020-08-01,Brazil,US,HSO,Heavy Sour,1396,thousand barrels
2020-08-01,Cameroon,US,MED,Medium,674,thousand barrels
2020-08-01,Canada,US,HSO,Heavy Sour,63170,thousand barrels
2020-08-01,Canada,US,HSW,Heavy Sweet,8591,thousand barrels
2020-08-01,Canada,US,LSO,Light Sour,4874,thousand barrels
2020-08-01,Canada,US,LSW,Light Sweet,4570,thousand barrels
2020-08-01,Canada,US,MED,Medium,24987,thousand barrels
2020-08-01,Colombia,US,HSO,Heavy Sour,4668,thousand barrels
2020-08-01,Colombia,US,MED,Medium,500,thousand barrels
2020-08-01,Ecuador,US,HSO,Heavy Sour,7163,thousand barrels
2020-08-01,Ghana,US,MED,Medium,1062,thousand barrels
2020-08-01,Guatemala,US,HSO,Heavy Sour,113,thousand barrels
2020-08-01,Guyana,US,MED,Medium,951,thousand barrels
2020-08-01,Iraq,US,HSO,Heavy Sour,1274,thousand barrels
2020-08-01,Iraq,US,MED,Medium,4720,thousand barrels
2020-08-01,Kazakhstan,US,LSO,Light Sour,639,thousand barrels
2020-08-01,Mexico,US,HSO,Heavy Sour,15250,thousand barrels
2020-08-01,Mexico,US,LSO,Light Sour,349,thousand barrels
2020-08-01,Mexico,US,MED,Medium,4397,thousand barrels
2020-08-01,Nigeria,US,HSW,Heavy Sweet,6,thousand barrels
2020-08-01,Nigeria,US,LSW,Light Sweet,2693,thousand barrels
2020-08-01,Nigeria,US,MED,Medium,551,thousand barrels
2020-08-01,Peru,US,HSO,Heavy Sour,202,thousand barrels
2020-08-01,Peru,US,LSW,Light Sweet,298,thousand barrels
2020-08-01,Russia,US,LSO,Light Sour,750,thousand barrels
2020-08-01,Russia,US,LSW,Light Sweet,409,thousand barrels
2020-08-01,Russia,US,MED,Medium,297,thousand barrels
2020-08-01,Saudi Arabia,US,HSO,Heavy Sour,2047,thousand barrels
2020-08-01,Saudi Arabia,US,LSO,Light Sour,495,thousand barrels
2020-08-01,Saudi Arabia,US,MED,Medium,5723,thousand barrels
2020-08-01,The Bahamas,US,MED,Medium,1007,thousand barrels
2020-08-01,Trinidad and Tobago,US,HSO,Heavy Sour,526,thousand barrels
2020-08-01,United Kingdom,US,HSO,Heavy Sour,353,thousand barrels
2020-09-01,Angola,US,LSW,Light Sweet,951,thousand barrels
2020-09-01,Argentina,US,HSW,Heavy Sweet,824,thousand barrels
2020-09-01,Argentina,US,LSW,Light Sweet,843,thousand barrels
2020-09-01,Brazil,US,HSO,Heavy Sour,1031,thousand barrels
2020-09-01,Cameroon,US,HSW,Heavy Sweet,622,thousand barrels
2020-09-01,Cameroon,US,MED,Medium,7,thousand barrels
2020-09-01,Canada,US,HSO,Heavy Sour,64136,thousand barrels
2020-09-01,Canada,US,HSW,Heavy Sweet,6358,thousand barrels
2020-09-01,Canada,US,LSO,Light Sour,4906,thousand barrels
2020-09-01,Canada,US,LSW,Light Sweet,2554,thousand barrels
2020-09-01,Canada,US,MED,Medium,25255,thousand barrels
2020-09-01,Colombia,US,HSO,Heavy Sour,8670,thousand barrels
2020-09-01,Colombia,US,HSW,Heavy Sweet,521,thousand barrels
2020-09-01,Congo-Brazzaville,US,LSW,Light Sweet,948,thousand barrels
2020-09-01,Ecuador,US,HSO,Heavy Sour,5909,thousand barrels
2020-09-01,Ghana,US,MED,Medium,758,thousand barrels
2020-09-01,Guatemala,US,HSO,Heavy Sour,169,thousand barrels
2020-09-01,Iraq,US,HSO,Heavy Sour,827,thousand barrels
2020-09-01,Iraq,US,MED,Medium,1673,thousand barrels
2020-09-01,Kuwait,US,HSO,Heavy Sour,549,thousand barrels
2020-09-01,Mexico,US,HSO,Heavy Sour,13196,thousand barrels
2020-09-01,Mexico,US,HSW,Heavy Sweet,263,thousand barrels
2020-09-01,Mexico,US,MED,Medium,3690,thousand barrels
2020-09-01,Nigeria,US,LSW,Light Sweet,1798,thousand barrels
2020-09-01,Nigeria,US,MED,Medium,300,thousand barrels
2020-09-01,Peru,US,HSO,Heavy Sour,261,thousand barrels
2020-09-01,Russia,US,LSO,Light Sour,1862,thousand barrels
2020-09-01,Russia,US,MED,Medium,710,thousand barrels
2020-09-01,Saudi Arabia,US,HSO,Heavy Sour,1053,thousand barrels
2020-09-01,Saudi Arabia,US,LSO,Light Sour,1220,thousand barrels
2020-09-01,Saudi Arabia,US,MED,Medium,8145,thousand barrels
2020-09-01,Trinidad and Tobago,US,HSO,Heavy Sour,993,thousand barrels
2020-09-01,Trinidad and Tobago,US,HSW,Heavy Sweet,523,thousand barrels
2020-09-01,United Kingdom,US,HSO,Heavy Sour,401,thousand barrels
2020-10-01,Angola,US,HSO,Heavy Sour,950,thousand barrels
2020-10-01,Angola,US,LSW,Light Sweet,146,thousand barrels
2020-10-01,Angola,US,MED,Medium,951,thousand barrels
2020-10-01,Argentina,US,HSW,Heavy Sweet,368,thousand barrels
2020-10-01,Argentina,US,LSW,Light Sweet,470,thousand barrels
2020-10-01,Brazil,US,HSO,Heavy Sour,1990,thousand barrels
2020-10-01,Brazil,US,MED,Medium,494,thousand barrels
2020-10-01,Brunei,US,MED,Medium,984,thousand barrels
2020-10-01,Cameroon,US,MED,Medium,699,thousand barrels
2020-10-01,Canada,US,HSO,Heavy Sour,70412,thousand barrels
2020-10-01,Canada,US,HSW,Heavy Sweet,8189,thousand barrels
2020-10-01,Canada,US,LSO,Light Sour,4491,thousand barrels
2020-10-01,Canada,US,LSW,Light Sweet,2554,thousand barrels
2020-10-01,Canada,US,MED,Medium,20648,thousand barrels
2020-10-01,Colombia,US,HSO,Heavy Sour,5578,thousand barrels
2020-10-01,Colombia,US,MED,Medium,499,thousand barrels
2020-10-01,Congo-Brazzaville,US,LSW,Light Sweet,950,thousand barrels
2020-10-01,Ecuador,US,HSO,Heavy Sour,4772,thousand barrels
2020-10-01,Ghana,US,MED,Medium,653,thousand barrels
2020-10-01,Guyana,US,LSW,Light Sweet,406,thousand barrels
2020-10-01,Guyana,US,MED,Medium,1046,thousand barrels
2020-10-01,Iraq,US,HSO,Heavy Sour,612,thousand barrels
2020-10-01,Iraq,US,MED,Medium,3125,thousand barrels
2020-10-01,Kuwait,US,HSO,Heavy Sour,774,thousand barrels
2020-10-01,Mexico,US,HSO,Heavy Sour,11770,thousand barrels
2020-10-01,Mexico,US,MED,Medium,2849,thousand barrels
2020-10-01,Nigeria,US,LSW,Light Sweet,616,thousand barrels
2020-10-01,Nigeria,US,MED,Medium,2,thousand barrels
2020-10-01,Norway,US,LSW,Light Sweet,615,thousand barrels
2020-10-01,Norway,US,MED,Medium,433,thousand barrels
2020-10-01,Russia,US,LSO,Light Sour,2034,thousand barrels
2020-10-01,Russia,US,LSW,Light Sweet,1757,thousand barrels
2020-10-01,Russia,US,MED,Medium,710,thousand barrels
2020-10-01,Saudi Arabia,US,LSO,Light Sour,816,thousand barrels
2020-10-01,Saudi Arabia,US,MED,Medium,7728,thousand barrels
2020-10-01,Trinidad and Tobago,US,HSO,Heavy Sour,1065,thousand barrels
2020-10-01,United Arab Emirates,US,LSO,Light Sour,948,thousand barrels
2020-10-01,United Kingdom,US,HSO,Heavy Sour,1390,thousand barrels
2020-11-01,Algeria,US,LSW,Light Sweet,557,thousand barrels
2020-11-01,Angola,US,LSW,Light Sweet,909,thousand barrels
2020-11-01,Angola,US,MED,Medium,239,thousand barrels
2020-11-01,Argentina,US,HSW,Heavy Sweet,361,thousand barrels
2020-11-01,Brazil,US,HSO,Heavy Sour,1470,thousand barrels
2020-11-01,Brazil,US,MED,Medium,2338,thousand barrels
2020-11-01,Canada,US,HSO,Heavy Sour,73773,thousand barrels
2020-11-01,Canada,US,HSW,Heavy Sweet,9424,thousand barrels
2020-11-01,Canada,US,LSO,Light Sour,3103,thousand barrels
2020-11-01,Canada,US,LSW,Light Sweet,2279,thousand barrels
2020-11-01,Canada,US,MED,Medium,22850,thousand barrels
2020-11-01,Colombia,US,HSO,Heavy Sour,3965,thousand barrels
2020-11-01,Colombia,US,HSW,Heavy Sweet,474,thousand barrels
2020-11-01,Ecuador,US,HSO,Heavy Sour,5713,thousand barrels
2020-11-01,Ghana,US,MED,Medium,1055,thousand barrels
2020-11-01,Guyana,US,LSW,Light Sweet,1548,thousand barrels
2020-11-01,Guyana,US,MED,Medium,999,thousand barrels
2020-11-01,Iraq,US,HSO,Heavy Sour,866,thousand barrels
2020-11-01,Iraq,US,MED,Medium,2449,thousand barrels
2020-11-01,Kazakhstan,US,LSO,Light Sour,1454,thousand barrels
2020-11-01,Kuwait,US,HSO,Heavy Sour,720,thousand barrels
2020-11-01,Mexico,US,HSO,Heavy Sour,13221,thousand barrels
2020-11-01,Mexico,US,MED,Medium,3139,thousand barrels
2020-11-01,Nigeria,US,HSW,Heavy Sweet,722,thousand barrels
2020-11-01,Nigeria,US,LSO,Light Sour,1543,thousand barrels
2020-11-01,Nigeria,US,LSW,Light Sweet,806,thousand barrels
2020-11-01,Nigeria,US,MED,Medium,207,thousand barrels
2020-11-01,Norway,US,LSW,Light Sweet,594,thousand barrels
2020-11-01,Norway,US,MED,Medium,197,thousand barrels
2020-11-01,Russia,US,LSW,Light Sweet,793,thousand barrels
2020-11-01,Russia,US,MED,Medium,929,thousand barrels
2020-11-01,Saudi Arabia,US,MED,Medium,8182,thousand barrels
2020-11-01,Trinidad and Tobago,US,HSO,Heavy Sour,1037,thousand barrels
2020-11-01,United Kingdom,US,HSO,Heavy Sour,739,thousand barrels
2020-12-01,Algeria,US,LSW,Light Sweet,1888,thousand barrels
2020-12-01,Angola,US,LSW,Light Sweet,372,thousand barrels
2020-12-01,Brazil,US,HSO,Heavy Sour,2090,thousand barrels
2020-12-01,Brazil,US,MED,Medium,2368,thousand barrels
2020-12-01,Cameroon,US,MED,Medium,488,thousand barrels
2020-12-01,Canada,US,HSO,Heavy Sour,81180,thousand barrels
2020-12-01,Canada,US,HSW,Heavy Sweet,8748,thousand barrels
2020-12-01,Canada,US,LSO,Light Sour,3184,thousand barrels
2020-12-01,Canada,US,LSW,Light Sweet,1784,thousand barrels
2020-12-01,Canada,US,MED,Medium,23467,thousand barrels
2020-12-01,Colombia,US,HSO,Heavy Sour,5983,thousand barrels
2020-12-01,Ecuador,US,HSO,Heavy Sour,5068,thousand barrels
2020-12-01,Ghana,US,LSW,Light Sweet,362,thousand barrels
2020-12-01,Ghana,US,MED,Medium,1623,thousand barrels
2020-12-01,Guatemala,US,HSO,Heavy Sour,288,thousand barrels
2020-12-01,Guyana,US,LSW,Light Sweet,422,thousand barrels
2020-12-01,Guyana,US,MED,Medium,3109,thousand barrels
2020-12-01,Iraq,US,HSO,Heavy Sour,268,thousand barrels
2020-12-01,Iraq,US,MED,Medium,2494,thousand barrels
2020-12-01,Kazakhstan,US,LSO,Light Sour,511,thousand barrels
2020-12-01,Mexico,US,HSO,Heavy Sour,13060,thousand barrels
2020-12-01,Mexico,US,MED,Medium,7359,thousand barrels
2020-12-01,Nigeria,US,LSW,Light Sweet,344,thousand barrels
2020-12-01,Nigeria,US,MED,Medium,1613,thousand barrels
2020-12-01,Norway,US,MED,Medium,603,thousand barrels
2020-12-01,Russia,US,LSW,Light Sweet,200,thousand barrels
2020-12-01,Russia,US,MED,Medium,1218,thousand barrels
2020-12-01,Saudi Arabia,US,LSO,Light Sour,677,thousand barrels
2020-12-01,Saudi Arabia,US,MED,Medium,2770,thousand barrels
2020-12-01,South Sudan,US,MED,Medium,954,thousand barrels
2020-12-01,Trinidad and Tobago,US,HSO,Heavy Sour,1068,thousand barrels
2020-12-01,Trinidad and Tobago,US,LSW,Light Sweet,1083,thousand barrels
2020-12-01,United Kingdom,US,HSO,Heavy Sour,725,thousand barrels
2020-12-01,United Kingdom,US,LSW,Light Sweet,1226,thousand barrels
2021-01-01,Algeria,US,LSW,Light Sweet,736,thousand barrels
2021-01-01,Angola,US,LSW,Light Sweet,917,thousand barrels
2021-01-01,Brazil,US,HSO,Heavy Sour,2446,thousand barrels
2021-01-01,Brazil,US,MED,Medium,962,thousand barrels
2021-01-01,Brunei,US,MED,Medium,1007,thousand barrels
2021-01-01,Cameroon,US,LSW,Light Sweet,1026,thousand barrels
2021-01-01,Canada,US,HSO,Heavy Sour,81136,thousand barrels
2021-01-01,Canada,US,HSW,Heavy Sweet,7428,thousand barrels
2021-01-01,Canada,US,LSO,Light Sour,2068,thousand barrels
2021-01-01,Canada,US,LSW,Light Sweet,1655,thousand barrels
2021-01-01,Canada,US,MED,Medium,26741,thousand barrels
2021-01-01,Colombia,US,HSO,Heavy Sour,4968,thousand barrels
2021-01-01,Colombia,US,HSW,Heavy Sweet,513,thousand barrels
2021-01-01,Ecuador,US,HSO,Heavy Sour,4721,thousand barrels
2021-01-01,Ghana,US,LSW,Light Sweet,1618,thousand barrels
2021-01-01,Ghana,US,MED,Medium,52,thousand barrels
2021-01-01,Guyana,US,LSW,Light Sweet,493,thousand barrels
2021-01-01,Guyana,US,MED,Medium,1864,thousand barrels
2021-01-01,Iraq,US,MED,Medium,2771,thousand barrels
2021-01-01,Kazakhstan,US,LSO,Light Sour,455,thousand barrels
2021-01-01,Libya,US,LSW,Light Sweet,1036,thousand barrels
2021-01-01,Mexico,US,HSO,Heavy Sour,14235,thousand barrels
2021-01-01,Mexico,US,MED,Medium,5330,thousand barrels
2021-01-01,Nigeria,US,LSW,Light Sweet,2371,thousand barrels
2021-01-01,Nigeria,US,MED,Medium,1579,thousand barrels
2021-01-01,Norway,US,LSW,Light Sweet,931,thousand barrels
2021-01-01,Norway,US,MED,Medium,25,thousand barrels
2021-01-01,Peru,US,HSW,Heavy Sweet,105,thousand barrels
2021-01-01,Russia,US,LSO,Light Sour,569,thousand barrels
2021-01-01,Russia,US,LSW,Light Sweet,462,thousand barrels
2021-01-01,Russia,US,MED,Medium,2118,thousand barrels
2021-01-01,Saudi Arabia,US,LSO,Light Sour,519,thousand barrels
2021-01-01,Saudi Arabia,US,MED,Medium,5888,thousand barrels
2021-01-01,Trinidad and Tobago,US,HSO,Heavy Sour,1527,thousand barrels
2021-01-01,Trinidad and Tobago,US,LSW,Light Sweet,394,thousand barrels
2021-01-01,United Kingdom,US,HSO,Heavy Sour,635,thousand barrels
2021-02-01,Algeria,US,LSW,Light Sweet,1400,thousand barrels
2021-02-01,Angola,US,LSW,Light Sweet,18,thousand barrels
2021-02-01,Angola,US,MED,Medium,391,thousand barrels
2021-02-01,Argentina,US,HSW,Heavy Sweet,600,thousand barrels
2021-02-01,Argentina,US,LSW,Light Sweet,471,thousand barrels
2021-02-01,Brazil,US,MED,Medium,1325,thousand barrels
2021-02-01,Canada,US,HSO,Heavy Sour,63885,thousand barrels
2021-02-01,Canada,US,HSW,Heavy Sweet,6758,thousand barrels
2021-02-01,Canada,US,LSO,Light Sour,2169,thousand barrels
2021-02-01,Canada,US,LSW,Light Sweet,1006,thousand barrels
2021-02-01,Canada,US,MED,Medium,27105,thousand barrels
2021-02-01,Colombia,US,HSO,Heavy Sour,5788,thousand barrels
2021-02-01,Colombia,US,HSW,Heavy Sweet,511,thousand barrels
2021-02-01,Ecuador,US,HSO,Heavy Sour,3108,thousand barrels
2021-02-01,Ghana,US,LSW,Light Sweet,1932,thousand barrels
2021-02-01,Ghana,US,MED,Medium,1043,thousand barrels
2021-02-01,Guyana,US,LSW,Light Sweet,499,thousand barrels
2021-02-01,Guyana,US,MED,Medium,3493,thousand barrels
2021-02-01,Iraq,US,MED,Medium,3381,thousand barrels
2021-02-01,Kuwait,US,HSO,Heavy Sour,649,thousand barrels
2021-02-01,Libya,US,LSW,Light Sweet,3405,thousand barrels
2021-02-01,Mexico,US,HSO,Heavy Sour,10650,thousand barrels
2021-02-01,Mexico,US,MED,Medium,4311,thousand barrels
2021-02-01,Nigeria,US,LSW,Light Sweet,501,thousand barrels
2021-02-01,Nigeria,US,MED,Medium,792,thousand barrels
2021-02-01,Norway,US,LSW,Light Sweet,866,thousand barrels
2021-02-01,Norway,US,MED,Medium,299,thousand barrels
2021-02-01,Russia,US,LSO,Light Sour,487,thousand barrels
2021-02-01,Russia,US,LSW,Light Sweet,1068,thousand barrels
2021-02-01,Saudi Arabia,US,LSO,Light Sour,930,thousand barrels
2021-02-01,Saudi Arabia,US,MED,Medium,6296,thousand barrels
2021-02-01,Trinidad and Tobago,US,HSO,Heavy Sour,1063,thousand barrels
2021-02-01,Trinidad and Tobago,US,LSW,Light Sweet,379,thousand barrels
2021-02-01,United Kingdom,US,HSO,Heavy Sour,802,thousand barrels
2021-03-01,Algeria,US,LSW,Light Sweet,937,thousand barrels
2021-03-01,Angola,US,LSW,Light Sweet,22,thousand barrels
2021-03-01,Angola,US,MED,Medium,1588,thousand barrels
2021-03-01,Argentina,US,HSW,Heavy Sweet,438,thousand barrels
2021-03-01,Brazil,US,HSO,Heavy Sour,1516,thousand barrels
2021-03-01,Brazil,US,MED,Medium,491,thousand barrels
2021-03-01,Brunei,US,MED,Medium,492,thousand barrels
2021-03-01,Canada,US,HSO,Heavy Sour,82791,thousand barrels
2021-03-01,Canada,US,HSW,Heavy Sweet,7492,thousand barrels
2021-03-01,Canada,US,LSO,Light Sour,1162,thousand barrels
2021-03-01,Canada,US,LSW,Light Sweet,915,thousand barrels
2021-03-01,Canada,US,MED,Medium,26758,thousand barrels
2021-03-01,Colombia,US,HSO,Heavy Sour,3790,thousand barrels
2021-03-01,Colombia,US,MED,Medium,340,thousand barrels
2021-03-01,Ecuador,US,HSO,Heavy Sour,4354,thousand barrels
2021-03-01,Ghana,US,MED,Medium,634,thousand barrels
2021-03-01,Guatemala,US,HSO,Heavy Sour,282,thousand barrels
2021-03-01,Guyana,US,MED,Medium,857,thousand barrels
2021-03-01,Iran,US,MED,Medium,2033,thousand barrels
2021-03-01,Iraq,US,HSO,Heavy Sour,782,thousand barrels
2021-03-01,Iraq,US,MED,Medium,3406,thousand barrels
2021-03-01,Kazakhstan,US,LSO,Light Sour,301,thousand barrels
2021-03-01,Libya,US,LSO,Light Sour,284,thousand barrels
2021-03-01,Libya,US,LSW,Light Sweet,338,thousand barrels
2021-03-01,Mexico,US,HSO,Heavy Sour,11098,thousand barrels
2021-03-01,Mexico,US,HSW,Heavy Sweet,509,thousand barrels
2021-03-01,Mexico,US,MED,Medium,3334,thousand barrels
2021-03-01,Nigeria,US,LSO,Light Sour,302,thousand barrels
2021-03-01,Nigeria,US,LSW,Light Sweet,2245,thousand barrels
2021-03-01,Nigeria,US,MED,Medium,308,thousand barrels
2021-03-01,Norway,US,LSW,Light Sweet,905,thousand barrels
2021-03-01,Norway,US,MED,Medium,591,thousand barrels
2021-03-01,Russia,US,HSO,Heavy Sour,579,thousand barrels
2021-03-01,Russia,US,LSO,Light Sour,1815,thousand barrels
2021-03-01,Russia,US,LSW,Light Sweet,2659,thousand barrels
2021-03-01,Russia,US,MED,Medium,1047,thousand barrels
2021-03-01,Saudi Arabia,US,HSO,Heavy Sour,991,thousand barrels
2021-03-01,Saudi Arabia,US,LSO,Light Sour,555,thousand barrels
2021-03-01,Saudi Arabia,US,MED,Medium,8037,thousand barrels
2021-03-01,Trinidad and Tobago,US,HSO,Heavy Sour,527,thousand barrels
2021-03-01,Trinidad and Tobago,US,LSW,Light Sweet,381,thousand barrels
2021-03-01,Trinidad and Tobago,US,MED,Medium,502,thousand barrels
2021-03-01,United Kingdom,US,HSO,Heavy Sour,2389,thousand barrels
2021-04-01,Algeria,US,LSW,Light Sweet,2039,thousand barrels
2021-04-01,Angola,US,MED,Medium,629,thousand barrels
2021-04-01,Argentina,US,LSW,Light Sweet,505,thousand barrels
2021-04-01,Brunei,US,MED,Medium,496,thousand barrels
2021-04-01,Canada,US,HSO,Heavy Sour,71756,thousand barrels
2021-04-01,Canada,US,HSW,Heavy Sweet,6751,thousand barrels
2021-04-01,Canada,US,LSO,Light Sour,2478,thousand barrels
2021-04-01,Canada,US,LSW,Light Sweet,2264,thousand barrels
2021-04-01,Canada,US,MED,Medium,20906,thousand barrels
2021-04-01,Colombia,US,HSO,Heavy Sour,6568,thousand barrels
2021-04-01,Ecuador,US,HSO,Heavy Sour,6069,thousand barrels
2021-04-01,Ecuador,US,MED,Medium,1084,thousand barrels
2021-04-01,Ghana,US,MED,Medium,371,thousand barrels
2021-04-01,Guyana,US,MED,Medium,2004,thousand barrels
2021-04-01,Iraq,US,HSO,Heavy Sour,846,thousand barrels
2021-04-01,Iraq,US,MED,Medium,4398,thousand barrels
2021-04-01,Kazakhstan,US,LSO,Light Sour,751,thousand barrels
2021-04-01,Kuwait,US,HSO,Heavy Sour,1184,thousand barrels
2021-04-01,Kuwait,US,HSW,Heavy Sweet,665,thousand barrels
2021-04-01,Libya,US,LSO,Light Sour,715,thousand barrels
2021-04-01,Libya,US,LSW,Light Sweet,2930,thousand barrels
2021-04-01,Mexico,US,HSO,Heavy Sour,13215,thousand barrels
2021-04-01,Mexico,US,HSW,Heavy Sweet,202,thousand barrels
2021-04-01,Mexico,US,MED,Medium,4416,thousand barrels
2021-04-01,Nigeria,US,LSW,Light Sweet,3301,thousand barrels
2021-04-01,Norway,US,LSW,Light Sweet,1050,thousand barrels
2021-04-01,Norway,US,MED,Medium,341,thousand barrels
2021-04-01,Peru,US,HSW,Heavy Sweet,224,thousand barrels
2021-04-01,Russia,US,LSO,Light Sour,2111,thousand barrels
2021-04-01,Russia,US,LSW,Light Sweet,1631,thousand barrels
2021-04-01,Russia,US,MED,Medium,1725,thousand barrels
2021-04-01,Saudi Arabia,US,LSO,Light Sour,241,thousand barrels
2021-04-01,Saudi Arabia,US,MED,Medium,8500,thousand barrels
2021-04-01,Trinidad and Tobago,US,HSO,Heavy Sour,1091,thousand barrels
2021-04-01,Trinidad and Tobago,US,LSW,Light Sweet,97,thousand barrels
2021-04-01,United Kingdom,US,HSO,Heavy Sour,603,thousand barrels
2021-04-01,United Kingdom,US,MED,Medium,503,thousand barrels
2021-05-01,Algeria,US,LSW,Light Sweet,205,thousand barrels
2021-05-01,Angola,US,HSO,Heavy Sour,468,thousand barrels
2021-05-01,Angola,US,MED,Medium,828,thousand barrels
2021-05-01,Argentina,US,LSW,Light Sweet,475,thousand barrels
2021-05-01,Brazil,US,MED,Medium,956,thousand barrels
2021-05-01,Brunei,US,MED,Medium,923,thousand barrels
2021-05-01,Canada,US,HSO,Heavy Sour,73877,thousand barrels
2021-05-01,Canada,US,HSW,Heavy Sweet,7240,thousand barrels
2021-05-01,Canada,US,LSO,Light Sour,2589,thousand barrels
2021-05-01,Canada,US,LSW,Light Sweet,2869,thousand barrels
2021-05-01,Canada,US,MED,Medium,23282,thousand barrels
2021-05-01,Colombia,US,HSO,Heavy Sour,6048,thousand barrels
2021-05-01,Colombia,US,MED,Medium,340,thousand barrels
2021-05-01,Ecuador,US,HSO,Heavy Sour,5278,thousand barrels
2021-05-01,Ecuador,US,MED,Medium,343,thousand barrels
2021-05-01,Ghana,US,LSW,Light Sweet,520,thousand barrels
2021-05-01,Ghana,US,MED,Medium,599,thousand barrels
2021-05-01,Guyana,US,MED,Medium,4013,thousand barrels
2021-05-01,Iraq,US,HSO,Heavy Sour,1382,thousand barrels
2021-05-01,Iraq,US,MED,Medium,3629,thousand barrels
2021-05-01,Kazakhstan,US,LSO,Light Sour,674,thousand barrels
2021-05-01,Libya,US,LSW,Light Sweet,3622,thousand barrels
2021-05-01,Mexico,US,HSO,Heavy Sour,14623,thousand barrels
2021-05-01,Mexico,US,MED,Medium,3968,thousand barrels
2021-05-01,Nigeria,US,LSO,Light Sour,272,thousand barrels
2021-05-01,Nigeria,US,LSW,Light Sweet,2952,thousand barrels
2021-05-01,Norway,US,LSW,Light Sweet,1188,thousand barrels
2021-05-01,Norway,US,MED,Medium,525,thousand barrels
2021-05-01,Peru,US,HSO,Heavy Sour,361,thousand barrels
2021-05-01,Russia,US,LSO,Light Sour,3534,thousand barrels
2021-05-01,Russia,US,LSW,Light Sweet,3535,thousand barrels
2021-05-01,Russia,US,MED,Medium,1529,thousand barrels
2021-05-01,Saudi Arabia,US,MED,Medium,7904,thousand barrels
2021-05-01,Trinidad and Tobago,US,HSO,Heavy Sour,1099,thousand barrels
2021-05-01,Trinidad and Tobago,US,LSW,Light Sweet,282,thousand barrels
2021-06-01,Algeria,US,LSW,Light Sweet,215,thousand barrels
2021-06-01,Angola,US,MED,Medium,741,thousand barrels
2021-06-01,Argentina,US,HSW,Heavy Sweet,580,thousand barrels
2021-06-01,Brazil,US,MED,Medium,3274,thousand barrels
2021-06-01,Canada,US,HSO,Heavy Sour,81842,thousand barrels
2021-06-01,Canada,US,HSW,Heavy Sweet,5598,thousand barrels
2021-06-01,Canada,US,LSO,Light Sour,2067,thousand barrels
