period,originName,destinationId,gradeId,gradeName,quantity,quantity-units,originCode,originLat,originLon
2017-02-01,Canada,US,LSW,Light Sweet,3188,thousand barrels,CA,56.130366,-106.346771
2017-02-01,Canada,US,MED,Medium,19793,thousand barrels,CA,56.130366,-106.346771
2017-02-01,Chad,US,HSW,Heavy Sweet,902,thousand barrels,TD,15.454166,18.732207
2017-02-01,Colombia,US,HSO,Heavy Sour,9200,thousand barrels,CO,4.570868,-74.297333
2017-02-01,Colombia,US,MED,Medium,1159,thousand barrels,CO,4.570868,-74.297333
2017-02-01,Ecuador,US,HSO,Heavy Sour,3958,thousand barrels,EC,-1.831239,-78.183406
2017-02-01,Guatemala,US,HSO,Heavy Sour,532,thousand barrels,GT,15.783471,-90.230759
2017-02-01,Indonesia,US,MED,Medium,1589,thousand barrels,ID,-0.789275,113.921327
2017-02-01,Iraq,US,HSO,Heavy Sour,6537,thousand barrels,IQ,33.223191,43.679291
2017-02-01,Iraq,US,HSW,Heavy Sweet,299,thousand barrels,IQ,33.223191,43.679291
2017-02-01,Iraq,US,MED,Medium,4721,thousand barrels,IQ,33.223191,43.679291
2017-02-01,Kuwait,US,MED,Medium,7017,thousand barrels,KW,29.31166,47.481766
2017-02-01,Libya,US,LSW,Light Sweet,616,thousand barrels,LY,26.3351,17.228331
2017-02-01,Mexico,US,HSO,Heavy Sour,14107,thousand barrels,MX,23.634501,-102.552784
2017-02-01,Mexico,US,MED,Medium,350,thousand barrels,MX,23.634501,-102.552784
2017-02-01,Nigeria,US,LSW,Light Sweet,5377,thousand barrels,NG,9.081999,8.675277
2017-02-01,Nigeria,US,MED,Medium,582,thousand barrels,NG,9.081999,8.675277
2017-02-01,Russia,US,MED,Medium,699,thousand barrels,RU,61.52401,105.318756
2017-02-01,Saudi Arabia,US,HSO,Heavy Sour,8127,thousand barrels,SA,23.885942,45.079162
2017-02-01,Saudi Arabia,US,LSO,Light Sour,4459,thousand barrels,SA,23.885942,45.079162
2017-02-01,Saudi Arabia,US,MED,Medium,24890,thousand barrels,SA,23.885942,45.079162
2017-02-01,Thailand,US,HSO,Heavy Sour,199,thousand barrels,TH,15.870032,100.992541
2017-02-01,Venezuela,US,HSO,Heavy Sour,17448,thousand barrels,VE,6.42375,-66.58973
2017-02-01,Venezuela,US,HSW,Heavy Sweet,1556,thousand barrels,VE,6.42375,-66.58973
2017-02-01,Vietnam,US,LSW,Light Sweet,292,thousand barrels,VN,14.058324,108.277199
2017-02-01,Yemen,US,LSW,Light Sweet,159,thousand barrels,YE,15.552727,48.516388
2017-01-01,Algeria,US,LSW,Light Sweet,3651,thousand barrels,DZ,28.033886,1.659626
2017-01-01,Angola,US,LSW,Light Sweet,1740,thousand barrels,AO,-11.202692,17.873887
2017-01-01,Angola,US,MED,Medium,1499,thousand barrels,AO,-11.202692,17.873887
2017-01-01,Brazil,US,HSO,Heavy Sour,1707,thousand barrels,BR,-14.235004,-51.92528
2017-01-01,Brazil,US,HSW,Heavy Sweet,479,thousand barrels,BR,-14.235004,-51.92528
2017-01-01,Brazil,US,MED,Medium,3852,thousand barrels,BR,-14.235004,-51.92528
2017-01-01,Canada,US,HSO,Heavy Sour,63777,thousand barrels,CA,56.130366,-106.346771
2017-01-01,Canada,US,HSW,Heavy Sweet,14797,thousand barrels,CA,56.130366,-106.346771
2017-01-01,Canada,US,LSO,Light Sour,6832,thousand barrels,CA,56.130366,-106.346771
2017-01-01,Canada,US,LSW,Light Sweet,4264,thousand barrels,CA,56.130366,-106.346771
2017-01-01,Canada,US,MED,Medium,19608,thousand barrels,CA,56.130366,-106.346771
2017-01-01,Chad,US,HSW,Heavy Sweet,951,thousand barrels,TD,15.454166,18.732207
2017-01-01,Colombia,US,HSO,Heavy Sour,8301,thousand barrels,CO,4.570868,-74.297333
2017-01-01,Colombia,US,MED,Medium,1390,thousand barrels,CO,4.570868,-74.297333
2017-01-01,Ecuador,US,HSO,Heavy Sour,7329,thousand barrels,EC,-1.831239,-78.183406
2017-01-01,Ecuador,US,MED,Medium,342,thousand barrels,EC,-1.831239,-78.183406
2017-01-01,Ghana,US,MED,Medium,996,thousand barrels,GH,7.946527,-1.023194
2017-01-01,Guatemala,US,HSW,Heavy Sweet,277,thousand barrels,GT,15.783471,-90.230759
2017-01-01,Indonesia,US,MED,Medium,1075,thousand barrels,ID,-0.789275,113.921327
2017-01-01,Iraq,US,HSO,Heavy Sour,10591,thousand barrels,IQ,33.223191,43.679291
2017-01-01,Iraq,US,HSW,Heavy Sweet,1998,thousand barrels,IQ,33.223191,43.679291
2017-01-01,Iraq,US,MED,Medium,6697,thousand barrels,IQ,33.223191,43.679291
2017-01-01,Kuwait,US,HSO,Heavy Sour,1100,thousand barrels,KW,29.31166,47.481766
2017-01-01,Kuwait,US,MED,Medium,2165,thousand barrels,KW,29.31166,47.481766
2017-01-01,Libya,US,LSW,Light Sweet,581,thousand barrels,LY,26.3351,17.228331
2017-01-01,Mexico,US,HSO,Heavy Sour,19686,thousand barrels,MX,23.634501,-102.552784
2017-01-01,Nigeria,US,LSW,Light Sweet,6750,thousand barrels,NG,9.081999,8.675277
2017-01-01,Nigeria,US,MED,Medium,3028,thousand barrels,NG,9.081999,8.675277
2017-01-01,Norway,US,LSW,Light Sweet,2049,thousand barrels,NO,60.472024,8.468946
2017-01-01,Saudi Arabia,US,HSO,Heavy Sour,7472,thousand barrels,SA,23.885942,45.079162
2017-01-01,Saudi Arabia,US,LSO,Light Sour,5064,thousand barrels,SA,23.885942,45.079162
2017-01-01,Saudi Arabia,US,MED,Medium,29115,thousand barrels,SA,23.885942,45.079162
2017-01-01,United Kingdom,US,HSO,Heavy Sour,507,thousand barrels,GB,55.378051,-3.435973
2017-01-01,United Kingdom,US,HSW,Heavy Sweet,583,thousand barrels,GB,55.378051,-3.435973
2017-01-01,United Kingdom,US,LSW,Light Sweet,488,thousand barrels,GB,55.378051,-3.435973
2017-01-01,Venezuela,US,HSO,Heavy Sour,17507,thousand barrels,VE,6.42375,-66.58973
2017-01-01,Venezuela,US,HSW,Heavy Sweet,962,thousand barrels,VE,6.42375,-66.58973
2017-01-01,Venezuela,US,MED,Medium,3362,thousand barrels,VE,6.42375,-66.58973
2017-01-01,Vietnam,US,LSW,Light Sweet,239,thousand barrels,VN,14.058324,108.277199
2016-12-01,Algeria,US,LSW,Light Sweet,3480,thousand barrels,DZ,28.033886,1.659626
2016-12-01,Angola,US,HSO,Heavy Sour,551,thousand barrels,AO,-11.202692,17.873887
2016-12-01,Angola,US,HSW,Heavy Sweet,908,thousand barrels,AO,-11.202692,17.873887
2016-12-01,Angola,US,LSW,Light Sweet,1140,thousand barrels,AO,-11.202692,17.873887
2016-12-01,Angola,US,MED,Medium,561,thousand barrels,AO,-11.202692,17.873887
2016-12-01,Argentina,US,LSO,Light Sour,187,thousand barrels,AR,-38.416097,-63.616672
2016-12-01,Brazil,US,HSO,Heavy Sour,1668,thousand barrels,BR,-14.235004,-51.92528
2016-12-01,Brazil,US,MED,Medium,1800,thousand barrels,BR,-14.235004,-51.92528
2016-12-01,Canada,US,HSO,Heavy Sour,56628,thousand barrels,CA,56.130366,-106.346771
2016-12-01,Canada,US,HSW,Heavy Sweet,13265,thousand barrels,CA,56.130366,-106.346771
2016-12-01,Canada,US,LSO,Light Sour,9020,thousand barrels,CA,56.130366,-106.346771
2016-12-01,Canada,US,LSW,Light Sweet,2341,thousand barrels,CA,56.130366,-106.346771
2016-12-01,Canada,US,MED,Medium,23960,thousand barrels,CA,56.130366,-106.346771
2016-12-01,Chad,US,HSW,Heavy Sweet,951,thousand barrels,TD,15.454166,18.732207
2016-12-01,Colombia,US,HSO,Heavy Sour,9061,thousand barrels,CO,4.570868,-74.297333
2016-12-01,Colombia,US,MED,Medium,2371,thousand barrels,CO,4.570868,-74.297333
2016-12-01,Ecuador,US,HSO,Heavy Sour,7331,thousand barrels,EC,-1.831239,-78.183406
2016-12-01,Guatemala,US,HSO,Heavy Sour,277,thousand barrels,GT,15.783471,-90.230759
2016-12-01,Iraq,US,HSO,Heavy Sour,7648,thousand barrels,IQ,33.223191,43.679291
2016-12-01,Iraq,US,HSW,Heavy Sweet,2035,thousand barrels,IQ,33.223191,43.679291
2016-12-01,Iraq,US,MED,Medium,8596,thousand barrels,IQ,33.223191,43.679291
2016-12-01,Kuwait,US,MED,Medium,7883,thousand barrels,KW,29.31166,47.481766
2016-12-01,Libya,US,LSW,Light Sweet,989,thousand barrels,LY,26.3351,17.228331
2016-12-01,Mexico,US,HSO,Heavy Sour,15603,thousand barrels,MX,23.634501,-102.552784
2016-12-01,Mexico,US,MED,Medium,349,thousand barrels,MX,23.634501,-102.552784
2016-12-01,Nigeria,US,LSO,Light Sour,131,thousand barrels,NG,9.081999,8.675277
2016-12-01,Nigeria,US,LSW,Light Sweet,5269,thousand barrels,NG,9.081999,8.675277
2016-12-01,Nigeria,US,MED,Medium,1410,thousand barrels,NG,9.081999,8.675277
2016-12-01,Oman,US,HSO,Heavy Sour,15,thousand barrels,OM,21.512583,55.923255
2016-12-01,Oman,US,MED,Medium,402,thousand barrels,OM,21.512583,55.923255
2016-12-01,Russia,US,LSW,Light Sweet,743,thousand barrels,RU,61.52401,105.318756
2016-12-01,Saudi Arabia,US,HSO,Heavy Sour,3079,thousand barrels,SA,23.885942,45.079162
2016-12-01,Saudi Arabia,US,LSO,Light Sour,5273,thousand barrels,SA,23.885942,45.079162
2016-12-01,Saudi Arabia,US,MED,Medium,23087,thousand barrels,SA,23.885942,45.079162
2016-12-01,Trinidad and Tobago,US,LSW,Light Sweet,727,thousand barrels,TT,10.691803,-61.222503
2016-12-01,United Arab Emirates,US,MED,Medium,428,thousand barrels,AE,23.424076,53.847818
2016-12-01,United Kingdom,US,HSO,Heavy Sour,517,thousand barrels,GB,55.378051,-3.435973
2016-12-01,United Kingdom,US,LSW,Light Sweet,279,thousand barrels,GB,55.378051,-3.435973
2016-12-01,Venezuela,US,HSO,Heavy Sour,20055,thousand barrels,VE,6.42375,-66.58973
2016-12-01,Venezuela,US,HSW,Heavy Sweet,1981,thousand barrels,VE,6.42375,-66.58973
2016-12-01,Venezuela,US,MED,Medium,214,thousand barrels,VE,6.42375,-66.58973
2016-11-01,Algeria,US,HSW,Heavy Sweet,526,thousand barrels,DZ,28.033886,1.659626
2016-11-01,Algeria,US,LSW,Light Sweet,3349,thousand barrels,DZ,28.033886,1.659626
2016-11-01,Angola,US,LSW,Light Sweet,805,thousand barrels,AO,-11.202692,17.873887
2016-11-01,Angola,US,MED,Medium,4032,thousand barrels,AO,-11.202692,17.873887
2016-11-01,Argentina,US,HSW,Heavy Sweet,461,thousand barrels,AR,-38.416097,-63.616672
2016-11-01,Argentina,US,LSW,Light Sweet,261,thousand barrels,AR,-38.416097,-63.616672
2016-11-01,Brazil,US,HSO,Heavy Sour,2726,thousand barrels,BR,-14.235004,-51.92528
2016-11-01,Brazil,US,HSW,Heavy Sweet,1185,thousand barrels,BR,-14.235004,-51.92528
2016-11-01,Brazil,US,MED,Medium,1021,thousand barrels,BR,-14.235004,-51.92528
2016-11-01,Canada,US,HSO,Heavy Sour,59261,thousand barrels,CA,56.130366,-106.346771
2016-11-01,Canada,US,HSW,Heavy Sweet,11665,thousand barrels,CA,56.130366,-106.346771
2016-11-01,Canada,US,LSO,Light Sour,6531,thousand barrels,CA,56.130366,-106.346771
2016-11-01,Canada,US,LSW,Light Sweet,5310,thousand barrels,CA,56.130366,-106.346771
2016-11-01,Canada,US,MED,Medium,23011,thousand barrels,CA,56.130366,-106.346771
2016-11-01,Chad,US,HSW,Heavy Sweet,947,thousand barrels,TD,15.454166,18.732207
2016-11-01,Colombia,US,HSO,Heavy Sour,6866,thousand barrels,CO,4.570868,-74.297333
2016-11-01,Colombia,US,MED,Medium,2572,thousand barrels,CO,4.570868,-74.297333
2016-11-01,Ecuador,US,HSO,Heavy Sour,7022,thousand barrels,EC,-1.831239,-78.183406
2016-11-01,Ecuador,US,MED,Medium,478,thousand barrels,EC,-1.831239,-78.183406
2016-11-01,Egypt,US,HSO,Heavy Sour,524,thousand barrels,EG,26.820553,30.802498
2016-11-01,Equatorial Guinea,US,MED,Medium,432,thousand barrels,GQ,1.650801,10.267895
2016-11-01,Guatemala,US,HSO,Heavy Sour,278,thousand barrels,GT,15.783471,-90.230759
2016-11-01,Iraq,US,HSO,Heavy Sour,4842,thousand barrels,IQ,33.223191,43.679291
2016-11-01,Iraq,US,HSW,Heavy Sweet,2091,thousand barrels,IQ,33.223191,43.679291
2016-11-01,Iraq,US,MED,Medium,5495,thousand barrels,IQ,33.223191,43.679291
2016-11-01,Kuwait,US,MED,Medium,6847,thousand barrels,KW,29.31166,47.481766
2016-11-01,Libya,US,LSW,Light Sweet,801,thousand barrels,LY,26.3351,17.228331
2016-11-01,Mexico,US,HSO,Heavy Sour,18324,thousand barrels,MX,23.634501,-102.552784
2016-11-01,Mexico,US,MED,Medium,351,thousand barrels,MX,23.634501,-102.552784
2016-11-01,Nigeria,US,LSO,Light Sour,103,thousand barrels,NG,9.081999,8.675277
2016-11-01,Nigeria,US,LSW,Light Sweet,5284,thousand barrels,NG,9.081999,8.675277
2016-11-01,Nigeria,US,MED,Medium,886,thousand barrels,NG,9.081999,8.675277
2016-11-01,Oman,US,MED,Medium,597,thousand barrels,OM,21.512583,55.923255
2016-11-01,Peru,US,HSO,Heavy Sour,198,thousand barrels,PE,-9.189967,-75.015152
2016-11-01,Saudi Arabia,US,HSO,Heavy Sour,1651,thousand barrels,SA,23.885942,45.079162
2016-11-01,Saudi Arabia,US,LSO,Light Sour,5207,thousand barrels,SA,23.885942,45.079162
2016-11-01,Saudi Arabia,US,MED,Medium,23147,thousand barrels,SA,23.885942,45.079162
2016-11-01,Trinidad and Tobago,US,MED,Medium,361,thousand barrels,TT,10.691803,-61.222503
2016-11-01,United Arab Emirates,US,LSO,Light Sour,192,thousand barrels,AE,23.424076,53.847818
2016-11-01,United Arab Emirates,US,MED,Medium,593,thousand barrels,AE,23.424076,53.847818
2016-11-01,United Kingdom,US,LSW,Light Sweet,540,thousand barrels,GB,55.378051,-3.435973
2016-11-01,Venezuela,US,HSO,Heavy Sour,23394,thousand barrels,VE,6.42375,-66.58973
2016-11-01,Venezuela,US,HSW,Heavy Sweet,524,thousand barrels,VE,6.42375,-66.58973
2016-10-01,Albania,US,HSO,Heavy Sour,257,thousand barrels,AL,41.153332,20.168331
2016-10-01,Algeria,US,LSW,Light Sweet,4823,thousand barrels,DZ,28.033886,1.659626
2016-10-01,Angola,US,HSW,Heavy Sweet,1435,thousand barrels,AO,-11.202692,17.873887
2016-10-01,Angola,US,LSW,Light Sweet,869,thousand barrels,AO,-11.202692,17.873887
2016-10-01,Angola,US,MED,Medium,1473,thousand barrels,AO,-11.202692,17.873887
2016-10-01,Brazil,US,HSO,Heavy Sour,1833,thousand barrels,BR,-14.235004,-51.92528
2016-10-01,Brazil,US,HSW,Heavy Sweet,2015,thousand barrels,BR,-14.235004,-51.92528
2016-10-01,Brazil,US,MED,Medium,1523,thousand barrels,BR,-14.235004,-51.92528
2016-10-01,Canada,US,HSO,Heavy Sour,57155,thousand barrels,CA,56.130366,-106.346771
2016-10-01,Canada,US,HSW,Heavy Sweet,9839,thousand barrels,CA,56.130366,-106.346771
2016-10-01,Canada,US,LSO,Light Sour,5352,thousand barrels,CA,56.130366,-106.346771
2016-10-01,Canada,US,LSW,Light Sweet,5032,thousand barrels,CA,56.130366,-106.346771
2016-10-01,Canada,US,MED,Medium,21769,thousand barrels,CA,56.130366,-106.346771
2016-10-01,Chad,US,HSW,Heavy Sweet,1901,thousand barrels,TD,15.454166,18.732207
2016-10-01,Colombia,US,HSO,Heavy Sour,7934,thousand barrels,CO,4.570868,-74.297333
2016-10-01,Colombia,US,MED,Medium,1870,thousand barrels,CO,4.570868,-74.297333
2016-10-01,Ecuador,US,HSO,Heavy Sour,5335,thousand barrels,EC,-1.831239,-78.183406
2016-10-01,Ecuador,US,MED,Medium,764,thousand barrels,EC,-1.831239,-78.183406
2016-10-01,Egypt,US,LSW,Light Sweet,263,thousand barrels,EG,26.820553,30.802498
2016-10-01,Equatorial Guinea,US,MED,Medium,216,thousand barrels,GQ,1.650801,10.267895
2016-10-01,Indonesia,US,MED,Medium,652,thousand barrels,ID,-0.789275,113.921327
2016-10-01,Iraq,US,HSO,Heavy Sour,5172,thousand barrels,IQ,33.223191,43.679291
2016-10-01,Iraq,US,HSW,Heavy Sweet,453,thousand barrels,IQ,33.223191,43.679291
2016-10-01,Iraq,US,MED,Medium,10108,thousand barrels,IQ,33.223191,43.679291
2016-10-01,Kuwait,US,MED,Medium,4767,thousand barrels,KW,29.31166,47.481766
2016-10-01,Malaysia,US,LSW,Light Sweet,298,thousand barrels,MY,4.210484,101.975766
2016-10-01,Mexico,US,HSO,Heavy Sour,17196,thousand barrels,MX,23.634501,-102.552784
2016-10-01,Nigeria,US,LSW,Light Sweet,3969,thousand barrels,NG,9.081999,8.675277
2016-10-01,Nigeria,US,MED,Medium,2444,thousand barrels,NG,9.081999,8.675277
2016-10-01,Norway,US,LSW,Light Sweet,1050,thousand barrels,NO,60.472024,8.468946
2016-10-01,Norway,US,MED,Medium,1049,thousand barrels,NO,60.472024,8.468946
2016-10-01,Russia,US,LSW,Light Sweet,699,thousand barrels,RU,61.52401,105.318756
2016-10-01,Russia,US,MED,Medium,714,thousand barrels,RU,61.52401,105.318756
2016-10-01,Saudi Arabia,US,HSO,Heavy Sour,793,thousand barrels,SA,23.885942,45.079162
2016-10-01,Saudi Arabia,US,LSO,Light Sour,7722,thousand barrels,SA,23.885942,45.079162
2016-10-01,Saudi Arabia,US,MED,Medium,23190,thousand barrels,SA,23.885942,45.079162
2016-10-01,Venezuela,US,HSO,Heavy Sour,22435,thousand barrels,VE,6.42375,-66.58973
2016-10-01,Vietnam,US,MED,Medium,297,thousand barrels,VN,14.058324,108.277199
2016-09-01,Albania,US,HSO,Heavy Sour,319,thousand barrels,AL,41.153332,20.168331
2016-09-01,Algeria,US,LSW,Light Sweet,368,thousand barrels,DZ,28.033886,1.659626
2016-09-01,Angola,US,HSW,Heavy Sweet,1455,thousand barrels,AO,-11.202692,17.873887
2016-09-01,Angola,US,LSW,Light Sweet,1957,thousand barrels,AO,-11.202692,17.873887
2016-09-01,Angola,US,MED,Medium,891,thousand barrels,AO,-11.202692,17.873887
2016-09-01,Argentina,US,HSO,Heavy Sour,252,thousand barrels,AR,-38.416097,-63.616672
2016-09-01,Australia,US,LSW,Light Sweet,160,thousand barrels,AU,-25.274398,133.775136
2016-09-01,Brazil,US,HSO,Heavy Sour,2117,thousand barrels,BR,-14.235004,-51.92528
2016-09-01,Brazil,US,HSW,Heavy Sweet,488,thousand barrels,BR,-14.235004,-51.92528
2016-09-01,Brazil,US,MED,Medium,1009,thousand barrels,BR,-14.235004,-51.92528
2016-09-01,Canada,US,HSO,Heavy Sour,61862,thousand barrels,CA,56.130366,-106.346771
2016-09-01,Canada,US,HSW,Heavy Sweet,3040,thousand barrels,CA,56.130366,-106.346771
2016-09-01,Canada,US,LSO,Light Sour,4691,thousand barrels,CA,56.130366,-106.346771
2016-09-01,Canada,US,LSW,Light Sweet,4776,thousand barrels,CA,56.130366,-106.346771
2016-09-01,Canada,US,MED,Medium,23491,thousand barrels,CA,56.130366,-106.346771
2016-09-01,Chad,US,HSW,Heavy Sweet,949,thousand barrels,TD,15.454166,18.732207
2016-09-01,Colombia,US,HSO,Heavy Sour,12964,thousand barrels,CO,4.570868,-74.297333
2016-09-01,Colombia,US,MED,Medium,951,thousand barrels,CO,4.570868,-74.297333
2016-09-01,Ecuador,US,HSO,Heavy Sour,5687,thousand barrels,EC,-1.831239,-78.183406
2016-09-01,Ecuador,US,MED,Medium,692,thousand barrels,EC,-1.831239,-78.183406
2016-09-01,Egypt,US,LSW,Light Sweet,221,thousand barrels,EG,26.820553,30.802498
2016-09-01,Gabon,US,LSW,Light Sweet,439,thousand barrels,GA,-0.803689,11.609444
2016-09-01,Guatemala,US,HSO,Heavy Sour,277,thousand barrels,GT,15.783471,-90.230759
2016-09-01,Indonesia,US,MED,Medium,1353,thousand barrels,ID,-0.789275,113.921327
2016-09-01,Iraq,US,HSO,Heavy Sour,6918,thousand barrels,IQ,33.223191,43.679291
2016-09-01,Iraq,US,MED,Medium,6520,thousand barrels,IQ,33.223191,43.679291
2016-09-01,Kuwait,US,MED,Medium,8113,thousand barrels,KW,29.31166,47.481766
2016-09-01,Libya,US,LSW,Light Sweet,124,thousand barrels,LY,26.3351,17.228331
2016-09-01,Mexico,US,HSO,Heavy Sour,15027,thousand barrels,MX,23.634501,-102.552784
2016-09-01,Mexico,US,MED,Medium,454,thousand barrels,MX,23.634501,-102.552784
2016-09-01,Nigeria,US,HSW,Heavy Sweet,592,thousand barrels,NG,9.081999,8.675277
2016-09-01,Nigeria,US,LSW,Light Sweet,1754,thousand barrels,NG,9.081999,8.675277
2016-09-01,Nigeria,US,MED,Medium,1999,thousand barrels,NG,9.081999,8.675277
2016-09-01,Norway,US,LSW,Light Sweet,2789,thousand barrels,NO,60.472024,8.468946
2016-09-01,Oman,US,MED,Medium,1947,thousand barrels,OM,21.512583,55.923255
2016-09-01,Russia,US,LSO,Light Sour,745,thousand barrels,RU,61.52401,105.318756
2016-09-01,Russia,US,LSW,Light Sweet,1446,thousand barrels,RU,61.52401,105.318756
2016-09-01,Saudi Arabia,US,HSO,Heavy Sour,533,thousand barrels,SA,23.885942,45.079162
2016-09-01,Saudi Arabia,US,LSO,Light Sour,7680,thousand barrels,SA,23.885942,45.079162
2016-09-01,Saudi Arabia,US,MED,Medium,28053,thousand barrels,SA,23.885942,45.079162
2016-09-01,Trinidad and Tobago,US,LSW,Light Sweet,759,thousand barrels,TT,10.691803,-61.222503
2016-09-01,United Arab Emirates,US,LSO,Light Sour,595,thousand barrels,AE,23.424076,53.847818
2016-09-01,United Arab Emirates,US,LSW,Light Sweet,381,thousand barrels,AE,23.424076,53.847818
2016-09-01,United Kingdom,US,HSO,Heavy Sour,527,thousand barrels,GB,55.378051,-3.435973
2016-09-01,United Kingdom,US,LSW,Light Sweet,521,thousand barrels,GB,55.378051,-3.435973
2016-09-01,Venezuela,US,HSO,Heavy Sour,21661,thousand barrels,VE,6.42375,-66.58973
2016-09-01,Venezuela,US,MED,Medium,1666,thousand barrels,VE,6.42375,-66.58973
2016-08-01,Albania,US,HSO,Heavy Sour,655,thousand barrels,AL,41.153332,20.168331
2016-08-01,Angola,US,HSW,Heavy Sweet,665,thousand barrels,AO,-11.202692,17.873887
2016-08-01,Angola,US,LSW,Light Sweet,2361,thousand barrels,AO,-11.202692,17.873887
2016-08-01,Angola,US,MED,Medium,1222,thousand barrels,AO,-11.202692,17.873887
2016-08-01,Australia,US,HSW,Heavy Sweet,657,thousand barrels,AU,-25.274398,133.775136
2016-08-01,Azerbaijan,US,LSW,Light Sweet,1050,thousand barrels,AZ,40.143105,47.576927
2016-08-01,Brazil,US,HSO,Heavy Sour,2122,thousand barrels,BR,-14.235004,-51.92528
2016-08-01,Brazil,US,HSW,Heavy Sweet,1437,thousand barrels,BR,-14.235004,-51.92528
2016-08-01,Brazil,US,MED,Medium,3732,thousand barrels,BR,-14.235004,-51.92528
2016-08-01,Canada,US,HSO,Heavy Sour,65384,thousand barrels,CA,56.130366,-106.346771
2016-08-01,Canada,US,HSW,Heavy Sweet,4181,thousand barrels,CA,56.130366,-106.346771
2016-08-01,Canada,US,LSO,Light Sour,5707,thousand barrels,CA,56.130366,-106.346771
2016-08-01,Canada,US,LSW,Light Sweet,3706,thousand barrels,CA,56.130366,-106.346771
2016-08-01,Canada,US,MED,Medium,22275,thousand barrels,CA,56.130366,-106.346771
2016-08-01,Chad,US,HSO,Heavy Sour,481,thousand barrels,TD,15.454166,18.732207
2016-08-01,Chad,US,HSW,Heavy Sweet,951,thousand barrels,TD,15.454166,18.732207
2016-08-01,Chad,US,MED,Medium,472,thousand barrels,TD,15.454166,18.732207
2016-08-01,Colombia,US,HSO,Heavy Sour,12051,thousand barrels,CO,4.570868,-74.297333
2016-08-01,Colombia,US,HSW,Heavy Sweet,255,thousand barrels,CO,4.570868,-74.297333
2016-08-01,Colombia,US,MED,Medium,2613,thousand barrels,CO,4.570868,-74.297333
2016-08-01,Congo-Brazzaville,US,LSW,Light Sweet,946,thousand barrels,CG,-0.228021,15.827659
2016-08-01,Ecuador,US,HSO,Heavy Sour,7135,thousand barrels,EC,-1.831239,-78.183406
2016-08-01,Ecuador,US,LSO,Light Sour,395,thousand barrels,EC,-1.831239,-78.183406
2016-08-01,Ecuador,US,MED,Medium,324,thousand barrels,EC,-1.831239,-78.183406
2016-08-01,Egypt,US,LSW,Light Sweet,511,thousand barrels,EG,26.820553,30.802498
2016-08-01,Guatemala,US,HSO,Heavy Sour,278,thousand barrels,GT,15.783471,-90.230759
2016-08-01,Indonesia,US,HSO,Heavy Sour,478,thousand barrels,ID,-0.789275,113.921327
2016-08-01,Indonesia,US,MED,Medium,873,thousand barrels,ID,-0.789275,113.921327
2016-08-01,Iraq,US,HSO,Heavy Sour,4710,thousand barrels,IQ,33.223191,43.679291
2016-08-01,Iraq,US,MED,Medium,10082,thousand barrels,IQ,33.223191,43.679291
2016-08-01,Kuwait,US,MED,Medium,4843,thousand barrels,KW,29.31166,47.481766
2016-08-01,Libya,US,LSW,Light Sweet,522,thousand barrels,LY,26.3351,17.228331
2016-08-01,Mexico,US,HSO,Heavy Sour,16902,thousand barrels,MX,23.634501,-102.552784
2016-08-01,Mexico,US,MED,Medium,514,thousand barrels,MX,23.634501,-102.552784
2016-08-01,Nigeria,US,LSW,Light Sweet,4962,thousand barrels,NG,9.081999,8.675277
2016-08-01,Oman,US,MED,Medium,574,thousand barrels,OM,21.512583,55.923255
2016-08-01,Russia,US,HSO,Heavy Sour,639,thousand barrels,RU,61.52401,105.318756
2016-08-01,Russia,US,LSO,Light Sour,568,thousand barrels,RU,61.52401,105.318756
2016-08-01,Russia,US,LSW,Light Sweet,921,thousand barrels,RU,61.52401,105.318756
2016-08-01,Russia,US,MED,Medium,291,thousand barrels,RU,61.52401,105.318756
2016-08-01,Saudi Arabia,US,HSO,Heavy Sour,3871,thousand barrels,SA,23.885942,45.079162
2016-08-01,Saudi Arabia,US,LSO,Light Sour,5758,thousand barrels,SA,23.885942,45.079162
2016-08-01,Saudi Arabia,US,LSW,Light Sweet,136,thousand barrels,SA,23.885942,45.079162
2016-08-01,Saudi Arabia,US,MED,Medium,25642,thousand barrels,SA,23.885942,45.079162
2016-08-01,Trinidad and Tobago,US,HSO,Heavy Sour,360,thousand barrels,TT,10.691803,-61.222503
2016-08-01,United Arab Emirates,US,LSO,Light Sour,501,thousand barrels,AE,23.424076,53.847818
2016-08-01,United Kingdom,US,HSO,Heavy Sour,515,thousand barrels,GB,55.378051,-3.435973
2016-08-01,United Kingdom,US,LSW,Light Sweet,1081,thousand barrels,GB,55.378051,-3.435973
2016-08-01,Venezuela,US,HSO,Heavy Sour,20008,thousand barrels,VE,6.42375,-66.58973
2016-08-01,Venezuela,US,HSW,Heavy Sweet,521,thousand barrels,VE,6.42375,-66.58973
2016-08-01,Venezuela,US,LSO,Light Sour,229,thousand barrels,VE,6.42375,-66.58973
2016-08-01,Venezuela,US,MED,Medium,1415,thousand barrels,VE,6.42375,-66.58973
2016-07-01,Albania,US,HSO,Heavy Sour,487,thousand barrels,AL,41.153332,20.168331
2016-07-01,Algeria,US,LSW,Light Sweet,2449,thousand barrels,DZ,28.033886,1.659626
2016-07-01,Angola,US,HSO,Heavy Sour,547,thousand barrels,AO,-11.202692,17.873887
