period,originName,destinationId,gradeId,gradeName,quantity,quantity-units,originCode,originLat,originLon
2025-07-01,Angola,US,LSO,Light Sour,996,thousand barrels,AO,-11.202692,17.873887
2025-07-01,Angola,US,MED,Medium,1048,thousand barrels,AO,-11.202692,17.873887
2025-07-01,Argentina,US,HSW,Heavy Sweet,991,thousand barrels,AR,-38.416097,-63.616672
2025-07-01,Argentina,US,LSW,Light Sweet,4707,thousand barrels,AR,-38.416097,-63.616672
2025-07-01,Brazil,US,HSO,Heavy Sour,1101,thousand barrels,BR,-14.235004,-51.92528
2025-07-01,Brazil,US,HSW,Heavy Sweet,849,thousand barrels,BR,-14.235004,-51.92528
2025-07-01,Brazil,US,MED,Medium,6046,thousand barrels,BR,-14.235004,-51.92528
2025-07-01,Canada,US,HSO,Heavy Sour,94242,thousand barrels,CA,56.130366,-106.346771
2025-07-01,Canada,US,HSW,Heavy Sweet,611,thousand barrels,CA,56.130366,-106.346771
2025-07-01,Canada,US,LSO,Light Sour,2360,thousand barrels,CA,56.130366,-106.346771
2025-07-01,Canada,US,LSW,Light Sweet,2460,thousand barrels,CA,56.130366,-106.346771
2025-07-01,Canada,US,MED,Medium,26374,thousand barrels,CA,56.130366,-106.346771
2025-07-01,Colombia,US,HSO,Heavy Sour,7342,thousand barrels,CO,4.570868,-74.297333
2025-07-01,Ecuador,US,HSO,Heavy Sour,5330,thousand barrels,EC,-1.831239,-78.183406
2025-07-01,Gabon,US,MED,Medium,675,thousand barrels,GA,-0.803689,11.609444
2025-07-01,Ghana,US,MED,Medium,310,thousand barrels,GH,7.946527,-1.023194
2025-07-01,Guatemala,US,HSO,Heavy Sour,126,thousand barrels,GT,15.783471,-90.230759
2025-07-01,Guyana,US,LSW,Light Sweet,50,thousand barrels,GY,4.860416,-58.93018
2025-07-01,Guyana,US,MED,Medium,6180,thousand barrels,GY,4.860416,-58.93018
2025-07-01,Iraq,US,HSO,Heavy Sour,3097,thousand barrels,IQ,33.223191,43.679291
2025-07-01,Iraq,US,MED,Medium,4072,thousand barrels,IQ,33.223191,43.679291
2025-07-01,Kazakhstan,US,MED,Medium,4,thousand barrels,KZ,48.019573,66.923684
2025-07-01,Kuwait,US,HSO,Heavy Sour,431,thousand barrels,KW,29.31166,47.481766
2025-07-01,Libya,US,LSW,Light Sweet,1959,thousand barrels,LY,26.3351,17.228331
2025-07-01,Libya,US,MED,Medium,23,thousand barrels,LY,26.3351,17.228331
2025-07-01,Mexico,US,HSO,Heavy Sour,7449,thousand barrels,MX,23.634501,-102.552784
2025-07-01,Mexico,US,LSO,Light Sour,975,thousand barrels,MX,23.634501,-102.552784
2025-07-01,Mexico,US,MED,Medium,983,thousand barrels,MX,23.634501,-102.552784
2025-07-01,Nigeria,US,LSW,Light Sweet,1039,thousand barrels,NG,9.081999,8.675277
2025-07-01,Nigeria,US,MED,Medium,2680,thousand barrels,NG,9.081999,8.675277
2025-07-01,Saudi Arabia,US,HSO,Heavy Sour,295,thousand barrels,SA,23.885942,45.079162
2025-07-01,Saudi Arabia,US,MED,Medium,8832,thousand barrels,SA,23.885942,45.079162
2025-07-01,Senegal,US,MED,Medium,966,thousand barrels,SN,14.497401,-14.452362
2025-07-01,Trinidad and Tobago,US,HSO,Heavy Sour,480,thousand barrels,TT,10.691803,-61.222503
2025-07-01,United Kingdom,US,HSO,Heavy Sour,916,thousand barrels,GB,55.378051,-3.435973
2025-07-01,Venezuela,US,HSO,Heavy Sour,175,thousand barrels,VE,6.42375,-66.58973
2025-06-01,Angola,US,MED,Medium,1250,thousand barrels,AO,-11.202692,17.873887
2025-06-01,Argentina,US,LSW,Light Sweet,3604,thousand barrels,AR,-38.416097,-63.616672
2025-06-01,Brazil,US,HSO,Heavy Sour,2293,thousand barrels,BR,-14.235004,-51.92528
2025-06-01,Brazil,US,HSW,Heavy Sweet,814,thousand barrels,BR,-14.235004,-51.92528
2025-06-01,Brazil,US,MED,Medium,3977,thousand barrels,BR,-14.235004,-51.92528
2025-06-01,Canada,US,HSO,Heavy Sour,81736,thousand barrels,CA,56.130366,-106.346771
2025-06-01,Canada,US,HSW,Heavy Sweet,761,thousand barrels,CA,56.130366,-106.346771
2025-06-01,Canada,US,LSO,Light Sour,4291,thousand barrels,CA,56.130366,-106.346771
2025-06-01,Canada,US,LSW,Light Sweet,995,thousand barrels,CA,56.130366,-106.346771
2025-06-01,Canada,US,MED,Medium,22429,thousand barrels,CA,56.130366,-106.346771
2025-06-01,Colombia,US,HSO,Heavy Sour,5425,thousand barrels,CO,4.570868,-74.297333
2025-06-01,Ecuador,US,HSO,Heavy Sour,3564,thousand barrels,EC,-1.831239,-78.183406
2025-06-01,Gabon,US,LSW,Light Sweet,183,thousand barrels,GA,-0.803689,11.609444
2025-06-01,Ghana,US,LSW,Light Sweet,925,thousand barrels,GH,7.946527,-1.023194
2025-06-01,Guatemala,US,HSO,Heavy Sour,199,thousand barrels,GT,15.783471,-90.230759
2025-06-01,Guyana,US,HSW,Heavy Sweet,414,thousand barrels,GY,4.860416,-58.93018
2025-06-01,Guyana,US,MED,Medium,6077,thousand barrels,GY,4.860416,-58.93018
2025-06-01,Iraq,US,HSO,Heavy Sour,1506,thousand barrels,IQ,33.223191,43.679291
2025-06-01,Iraq,US,MED,Medium,4801,thousand barrels,IQ,33.223191,43.679291
2025-06-01,Kazakhstan,US,LSO,Light Sour,1378,thousand barrels,KZ,48.019573,66.923684
2025-06-01,Kuwait,US,HSO,Heavy Sour,350,thousand barrels,KW,29.31166,47.481766
2025-06-01,Libya,US,LSW,Light Sweet,2741,thousand barrels,LY,26.3351,17.228331
2025-06-01,Mexico,US,HSO,Heavy Sour,10788,thousand barrels,MX,23.634501,-102.552784
2025-06-01,Mexico,US,LSO,Light Sour,974,thousand barrels,MX,23.634501,-102.552784
2025-06-01,Mexico,US,MED,Medium,2086,thousand barrels,MX,23.634501,-102.552784
2025-06-01,Nigeria,US,LSW,Light Sweet,3133,thousand barrels,NG,9.081999,8.675277
2025-06-01,Nigeria,US,MED,Medium,4340,thousand barrels,NG,9.081999,8.675277
2025-06-01,Saudi Arabia,US,HSO,Heavy Sour,400,thousand barrels,SA,23.885942,45.079162
2025-06-01,Saudi Arabia,US,MED,Medium,8649,thousand barrels,SA,23.885942,45.079162
2025-06-01,Trinidad and Tobago,US,HSO,Heavy Sour,1048,thousand barrels,TT,10.691803,-61.222503
2025-06-01,Trinidad and Tobago,US,LSW,Light Sweet,378,thousand barrels,TT,10.691803,-61.222503
2025-06-01,United Kingdom,US,HSO,Heavy Sour,482,thousand barrels,GB,55.378051,-3.435973
2025-06-01,United Kingdom,US,MED,Medium,354,thousand barrels,GB,55.378051,-3.435973
2025-06-01,Venezuela,US,HSO,Heavy Sour,2594,thousand barrels,VE,6.42375,-66.58973
2025-05-01,Angola,US,MED,Medium,762,thousand barrels,AO,-11.202692,17.873887
2025-05-01,Argentina,US,HSW,Heavy Sweet,774,thousand barrels,AR,-38.416097,-63.616672
2025-05-01,Argentina,US,LSW,Light Sweet,2394,thousand barrels,AR,-38.416097,-63.616672
2025-05-01,Brazil,US,HSO,Heavy Sour,3609,thousand barrels,BR,-14.235004,-51.92528
2025-05-01,Brazil,US,HSW,Heavy Sweet,945,thousand barrels,BR,-14.235004,-51.92528
2025-05-01,Brazil,US,MED,Medium,4923,thousand barrels,BR,-14.235004,-51.92528
2025-05-01,Canada,US,HSO,Heavy Sour,90170,thousand barrels,CA,56.130366,-106.346771
2025-05-01,Canada,US,HSW,Heavy Sweet,362,thousand barrels,CA,56.130366,-106.346771
2025-05-01,Canada,US,LSO,Light Sour,2386,thousand barrels,CA,56.130366,-106.346771
2025-05-01,Canada,US,LSW,Light Sweet,588,thousand barrels,CA,56.130366,-106.346771
2025-05-01,Canada,US,MED,Medium,24726,thousand barrels,CA,56.130366,-106.346771
2025-05-01,Colombia,US,HSO,Heavy Sour,6643,thousand barrels,CO,4.570868,-74.297333
2025-05-01,Colombia,US,MED,Medium,260,thousand barrels,CO,4.570868,-74.297333
2025-05-01,Ecuador,US,HSO,Heavy Sour,3320,thousand barrels,EC,-1.831239,-78.183406
2025-05-01,Gabon,US,LSW,Light Sweet,632,thousand barrels,GA,-0.803689,11.609444
2025-05-01,Ghana,US,MED,Medium,330,thousand barrels,GH,7.946527,-1.023194
2025-05-01,Guyana,US,MED,Medium,5323,thousand barrels,GY,4.860416,-58.93018
2025-05-01,Iraq,US,HSO,Heavy Sour,865,thousand barrels,IQ,33.223191,43.679291
2025-05-01,Iraq,US,MED,Medium,3925,thousand barrels,IQ,33.223191,43.679291
2025-05-01,Kazakhstan,US,LSO,Light Sour,1922,thousand barrels,KZ,48.019573,66.923684
2025-05-01,Kazakhstan,US,LSW,Light Sweet,438,thousand barrels,KZ,48.019573,66.923684
2025-05-01,Kuwait,US,HSO,Heavy Sour,601,thousand barrels,KW,29.31166,47.481766
2025-05-01,Kuwait,US,LSO,Light Sour,63,thousand barrels,KW,29.31166,47.481766
2025-05-01,Libya,US,LSW,Light Sweet,1492,thousand barrels,LY,26.3351,17.228331
2025-05-01,Mexico,US,HSO,Heavy Sour,8913,thousand barrels,MX,23.634501,-102.552784
2025-05-01,Mexico,US,LSO,Light Sour,2193,thousand barrels,MX,23.634501,-102.552784
2025-05-01,Mexico,US,MED,Medium,2249,thousand barrels,MX,23.634501,-102.552784
2025-05-01,Nigeria,US,LSW,Light Sweet,1331,thousand barrels,NG,9.081999,8.675277
2025-05-01,Nigeria,US,MED,Medium,3880,thousand barrels,NG,9.081999,8.675277
2025-05-01,Norway,US,MED,Medium,819,thousand barrels,NO,60.472024,8.468946
2025-05-01,Saudi Arabia,US,LSO,Light Sour,130,thousand barrels,SA,23.885942,45.079162
2025-05-01,Saudi Arabia,US,MED,Medium,8823,thousand barrels,SA,23.885942,45.079162
2025-05-01,Senegal,US,MED,Medium,944,thousand barrels,SN,14.497401,-14.452362
2025-05-01,Trinidad and Tobago,US,HSO,Heavy Sour,1034,thousand barrels,TT,10.691803,-61.222503
2025-05-01,Trinidad and Tobago,US,MED,Medium,99,thousand barrels,TT,10.691803,-61.222503
2025-05-01,United Kingdom,US,HSO,Heavy Sour,1415,thousand barrels,GB,55.378051,-3.435973
2025-05-01,United Kingdom,US,LSW,Light Sweet,1108,thousand barrels,GB,55.378051,-3.435973
2025-05-01,Venezuela,US,HSO,Heavy Sour,3651,thousand barrels,VE,6.42375,-66.58973
2025-04-01,Angola,US,MED,Medium,176,thousand barrels,AO,-11.202692,17.873887
2025-04-01,Argentina,US,LSW,Light Sweet,2589,thousand barrels,AR,-38.416097,-63.616672
2025-04-01,Brazil,US,HSO,Heavy Sour,687,thousand barrels,BR,-14.235004,-51.92528
2025-04-01,Brazil,US,MED,Medium,2530,thousand barrels,BR,-14.235004,-51.92528
2025-04-01,Canada,US,HSO,Heavy Sour,82158,thousand barrels,CA,56.130366,-106.346771
2025-04-01,Canada,US,HSW,Heavy Sweet,556,thousand barrels,CA,56.130366,-106.346771
2025-04-01,Canada,US,LSO,Light Sour,4335,thousand barrels,CA,56.130366,-106.346771
2025-04-01,Canada,US,LSW,Light Sweet,1731,thousand barrels,CA,56.130366,-106.346771
2025-04-01,Canada,US,MED,Medium,23775,thousand barrels,CA,56.130366,-106.346771
2025-04-01,Colombia,US,HSO,Heavy Sour,6820,thousand barrels,CO,4.570868,-74.297333
2025-04-01,Colombia,US,MED,Medium,976,thousand barrels,CO,4.570868,-74.297333
2025-04-01,Cote d'Ivoire,US,MED,Medium,54,thousand barrels,CI,7.539989,-5.54708
2025-04-01,Ecuador,US,HSO,Heavy Sour,3692,thousand barrels,EC,-1.831239,-78.183406
2025-04-01,Ghana,US,MED,Medium,600,thousand barrels,GH,7.946527,-1.023194
2025-04-01,Guatemala,US,HSO,Heavy Sour,297,thousand barrels,GT,15.783471,-90.230759
2025-04-01,Guyana,US,MED,Medium,10434,thousand barrels,GY,4.860416,-58.93018
2025-04-01,Iraq,US,HSO,Heavy Sour,723,thousand barrels,IQ,33.223191,43.679291
2025-04-01,Iraq,US,MED,Medium,4153,thousand barrels,IQ,33.223191,43.679291
2025-04-01,Kazakhstan,US,LSO,Light Sour,994,thousand barrels,KZ,48.019573,66.923684
2025-04-01,Kuwait,US,HSO,Heavy Sour,67,thousand barrels,KW,29.31166,47.481766
2025-04-01,Libya,US,LSW,Light Sweet,1212,thousand barrels,LY,26.3351,17.228331
2025-04-01,Mexico,US,HSO,Heavy Sour,8515,thousand barrels,MX,23.634501,-102.552784
2025-04-01,Mexico,US,LSO,Light Sour,1181,thousand barrels,MX,23.634501,-102.552784
2025-04-01,Mexico,US,LSW,Light Sweet,476,thousand barrels,MX,23.634501,-102.552784
2025-04-01,Mexico,US,MED,Medium,948,thousand barrels,MX,23.634501,-102.552784
2025-04-01,Nigeria,US,LSW,Light Sweet,1853,thousand barrels,NG,9.081999,8.675277
2025-04-01,Nigeria,US,MED,Medium,3548,thousand barrels,NG,9.081999,8.675277
2025-04-01,Norway,US,MED,Medium,701,thousand barrels,NO,60.472024,8.468946
2025-04-01,Saudi Arabia,US,LSO,Light Sour,66,thousand barrels,SA,23.885942,45.079162
2025-04-01,Saudi Arabia,US,MED,Medium,5143,thousand barrels,SA,23.885942,45.079162
2025-04-01,Trinidad and Tobago,US,HSO,Heavy Sour,500,thousand barrels,TT,10.691803,-61.222503
2025-04-01,United Arab Emirates,US,LSO,Light Sour,1716,thousand barrels,AE,23.424076,53.847818
2025-04-01,United Kingdom,US,HSO,Heavy Sour,1324,thousand barrels,GB,55.378051,-3.435973
2025-04-01,United Kingdom,US,LSO,Light Sour,663,thousand barrels,GB,55.378051,-3.435973
2025-04-01,United Kingdom,US,LSW,Light Sweet,724,thousand barrels,GB,55.378051,-3.435973
2025-04-01,Venezuela,US,HSO,Heavy Sour,5085,thousand barrels,VE,6.42375,-66.58973
2025-03-01,Argentina,US,LSW,Light Sweet,1365,thousand barrels,AR,-38.416097,-63.616672
2025-03-01,Brazil,US,HSO,Heavy Sour,1868,thousand barrels,BR,-14.235004,-51.92528
2025-03-01,Brazil,US,MED,Medium,3476,thousand barrels,BR,-14.235004,-51.92528
2025-03-01,Canada,US,HSO,Heavy Sour,84397,thousand barrels,CA,56.130366,-106.346771
2025-03-01,Canada,US,HSW,Heavy Sweet,972,thousand barrels,CA,56.130366,-106.346771
2025-03-01,Canada,US,LSO,Light Sour,3201,thousand barrels,CA,56.130366,-106.346771
2025-03-01,Canada,US,LSW,Light Sweet,5128,thousand barrels,CA,56.130366,-106.346771
2025-03-01,Canada,US,MED,Medium,22854,thousand barrels,CA,56.130366,-106.346771
2025-03-01,Colombia,US,HSO,Heavy Sour,4835,thousand barrels,CO,4.570868,-74.297333
2025-03-01,Ecuador,US,HSO,Heavy Sour,3310,thousand barrels,EC,-1.831239,-78.183406
2025-03-01,Guyana,US,MED,Medium,4597,thousand barrels,GY,4.860416,-58.93018
2025-03-01,Iraq,US,MED,Medium,5259,thousand barrels,IQ,33.223191,43.679291
2025-03-01,Kazakhstan,US,LSO,Light Sour,1192,thousand barrels,KZ,48.019573,66.923684
2025-03-01,Libya,US,LSW,Light Sweet,1369,thousand barrels,LY,26.3351,17.228331
2025-03-01,Mexico,US,HSO,Heavy Sour,8998,thousand barrels,MX,23.634501,-102.552784
2025-03-01,Mexico,US,LSO,Light Sour,1481,thousand barrels,MX,23.634501,-102.552784
2025-03-01,Mexico,US,MED,Medium,1828,thousand barrels,MX,23.634501,-102.552784
2025-03-01,Nigeria,US,LSW,Light Sweet,1234,thousand barrels,NG,9.081999,8.675277
2025-03-01,Nigeria,US,MED,Medium,1001,thousand barrels,NG,9.081999,8.675277
2025-03-01,Saudi Arabia,US,MED,Medium,6065,thousand barrels,SA,23.885942,45.079162
2025-03-01,Trinidad and Tobago,US,HSO,Heavy Sour,2259,thousand barrels,TT,10.691803,-61.222503
2025-03-01,United Arab Emirates,US,LSO,Light Sour,2551,thousand barrels,AE,23.424076,53.847818
2025-03-01,United Kingdom,US,HSO,Heavy Sour,1348,thousand barrels,GB,55.378051,-3.435973
2025-03-01,Venezuela,US,HSO,Heavy Sour,7849,thousand barrels,VE,6.42375,-66.58973
2025-02-01,Algeria,US,LSW,Light Sweet,696,thousand barrels,DZ,28.033886,1.659626
2025-02-01,Angola,US,MED,Medium,558,thousand barrels,AO,-11.202692,17.873887
2025-02-01,Argentina,US,HSW,Heavy Sweet,1004,thousand barrels,AR,-38.416097,-63.616672
2025-02-01,Argentina,US,LSW,Light Sweet,1810,thousand barrels,AR,-38.416097,-63.616672
2025-02-01,Brazil,US,HSO,Heavy Sour,696,thousand barrels,BR,-14.235004,-51.92528
2025-02-01,Brazil,US,MED,Medium,5604,thousand barrels,BR,-14.235004,-51.92528
2025-02-01,Canada,US,HSO,Heavy Sour,81750,thousand barrels,CA,56.130366,-106.346771
2025-02-01,Canada,US,HSW,Heavy Sweet,955,thousand barrels,CA,56.130366,-106.346771
2025-02-01,Canada,US,LSO,Light Sour,3153,thousand barrels,CA,56.130366,-106.346771
2025-02-01,Canada,US,LSW,Light Sweet,3003,thousand barrels,CA,56.130366,-106.346771
2025-02-01,Canada,US,MED,Medium,25918,thousand barrels,CA,56.130366,-106.346771
2025-02-01,Colombia,US,HSO,Heavy Sour,4468,thousand barrels,CO,4.570868,-74.297333
2025-02-01,Colombia,US,MED,Medium,220,thousand barrels,CO,4.570868,-74.297333
2025-02-01,Ecuador,US,HSO,Heavy Sour,3161,thousand barrels,EC,-1.831239,-78.183406
2025-02-01,Ghana,US,MED,Medium,179,thousand barrels,GH,7.946527,-1.023194
2025-02-01,Guyana,US,MED,Medium,2000,thousand barrels,GY,4.860416,-58.93018
2025-02-01,Iraq,US,HSO,Heavy Sour,486,thousand barrels,IQ,33.223191,43.679291
2025-02-01,Iraq,US,MED,Medium,3960,thousand barrels,IQ,33.223191,43.679291
2025-02-01,Mexico,US,HSO,Heavy Sour,9664,thousand barrels,MX,23.634501,-102.552784
2025-02-01,Mexico,US,LSO,Light Sour,1221,thousand barrels,MX,23.634501,-102.552784
2025-02-01,Mexico,US,MED,Medium,1937,thousand barrels,MX,23.634501,-102.552784
2025-02-01,Nigeria,US,LSW,Light Sweet,817,thousand barrels,NG,9.081999,8.675277
2025-02-01,Nigeria,US,MED,Medium,690,thousand barrels,NG,9.081999,8.675277
2025-02-01,Norway,US,MED,Medium,1046,thousand barrels,NO,60.472024,8.468946
2025-02-01,Peru,US,HSW,Heavy Sweet,126,thousand barrels,PE,-9.189967,-75.015152
2025-02-01,Saudi Arabia,US,LSO,Light Sour,97,thousand barrels,SA,23.885942,45.079162
2025-02-01,Saudi Arabia,US,MED,Medium,7159,thousand barrels,SA,23.885942,45.079162
2025-02-01,Trinidad and Tobago,US,HSO,Heavy Sour,524,thousand barrels,TT,10.691803,-61.222503
2025-02-01,United Kingdom,US,HSO,Heavy Sour,500,thousand barrels,GB,55.378051,-3.435973
2025-02-01,Venezuela,US,HSO,Heavy Sour,5857,thousand barrels,VE,6.42375,-66.58973
2025-01-01,Angola,US,LSW,Light Sweet,409,thousand barrels,AO,-11.202692,17.873887
2025-01-01,Angola,US,MED,Medium,270,thousand barrels,AO,-11.202692,17.873887
2025-01-01,Argentina,US,HSW,Heavy Sweet,844,thousand barrels,AR,-38.416097,-63.616672
2025-01-01,Argentina,US,LSW,Light Sweet,3049,thousand barrels,AR,-38.416097,-63.616672
2025-01-01,Brazil,US,HSO,Heavy Sour,1584,thousand barrels,BR,-14.235004,-51.92528
2025-01-01,Brazil,US,MED,Medium,3208,thousand barrels,BR,-14.235004,-51.92528
2025-01-01,Canada,US,HSO,Heavy Sour,97799,thousand barrels,CA,56.130366,-106.346771
2025-01-01,Canada,US,HSW,Heavy Sweet,346,thousand barrels,CA,56.130366,-106.346771
2025-01-01,Canada,US,LSO,Light Sour,3633,thousand barrels,CA,56.130366,-106.346771
2025-01-01,Canada,US,LSW,Light Sweet,3259,thousand barrels,CA,56.130366,-106.346771
2025-01-01,Canada,US,MED,Medium,27373,thousand barrels,CA,56.130366,-106.346771
2025-01-01,Colombia,US,HSO,Heavy Sour,6383,thousand barrels,CO,4.570868,-74.297333
2025-01-01,Colombia,US,MED,Medium,501,thousand barrels,CO,4.570868,-74.297333
2025-01-01,Ecuador,US,HSO,Heavy Sour,3509,thousand barrels,EC,-1.831239,-78.183406
2025-01-01,Ghana,US,MED,Medium,790,thousand barrels,GH,7.946527,-1.023194
2025-01-01,Guyana,US,MED,Medium,4307,thousand barrels,GY,4.860416,-58.93018
2025-01-01,Iraq,US,HSO,Heavy Sour,475,thousand barrels,IQ,33.223191,43.679291
2025-01-01,Iraq,US,MED,Medium,5140,thousand barrels,IQ,33.223191,43.679291
2025-01-01,Kazakhstan,US,LSO,Light Sour,773,thousand barrels,KZ,48.019573,66.923684
2025-01-01,Kazakhstan,US,MED,Medium,3,thousand barrels,KZ,48.019573,66.923684
2025-01-01,Kuwait,US,HSO,Heavy Sour,1039,thousand barrels,KW,29.31166,47.481766
2025-01-01,Libya,US,LSW,Light Sweet,3469,thousand barrels,LY,26.3351,17.228331
2025-01-01,Mexico,US,HSO,Heavy Sour,8057,thousand barrels,MX,23.634501,-102.552784
2025-01-01,Mexico,US,LSO,Light Sour,2572,thousand barrels,MX,23.634501,-102.552784
2025-01-01,Nigeria,US,LSW,Light Sweet,2395,thousand barrels,NG,9.081999,8.675277
2025-01-01,Nigeria,US,MED,Medium,1721,thousand barrels,NG,9.081999,8.675277
2025-01-01,Norway,US,MED,Medium,816,thousand barrels,NO,60.472024,8.468946
2025-01-01,Peru,US,HSW,Heavy Sweet,309,thousand barrels,PE,-9.189967,-75.015152
2025-01-01,Saudi Arabia,US,HSO,Heavy Sour,359,thousand barrels,SA,23.885942,45.079162
2025-01-01,Saudi Arabia,US,LSO,Light Sour,199,thousand barrels,SA,23.885942,45.079162
2025-01-01,Saudi Arabia,US,MED,Medium,9603,thousand barrels,SA,23.885942,45.079162
2025-01-01,Trinidad and Tobago,US,HSO,Heavy Sour,828,thousand barrels,TT,10.691803,-61.222503
2025-01-01,Trinidad and Tobago,US,LSW,Light Sweet,387,thousand barrels,TT,10.691803,-61.222503
2025-01-01,United Arab Emirates,US,LSO,Light Sour,1004,thousand barrels,AE,23.424076,53.847818
2025-01-01,United Kingdom,US,HSO,Heavy Sour,790,thousand barrels,GB,55.378051,-3.435973
2025-01-01,United Kingdom,US,LSW,Light Sweet,31,thousand barrels,GB,55.378051,-3.435973
2025-01-01,Venezuela,US,HSO,Heavy Sour,8896,thousand barrels,VE,6.42375,-66.58973
2024-12-01,Algeria,US,LSW,Light Sweet,732,thousand barrels,DZ,28.033886,1.659626
2024-12-01,Angola,US,HSO,Heavy Sour,949,thousand barrels,AO,-11.202692,17.873887
2024-12-01,Angola,US,LSW,Light Sweet,592,thousand barrels,AO,-11.202692,17.873887
2024-12-01,Angola,US,MED,Medium,369,thousand barrels,AO,-11.202692,17.873887
2024-12-01,Argentina,US,HSW,Heavy Sweet,200,thousand barrels,AR,-38.416097,-63.616672
2024-12-01,Argentina,US,LSO,Light Sour,614,thousand barrels,AR,-38.416097,-63.616672
2024-12-01,Argentina,US,LSW,Light Sweet,1955,thousand barrels,AR,-38.416097,-63.616672
2024-12-01,Brazil,US,HSO,Heavy Sour,1477,thousand barrels,BR,-14.235004,-51.92528
2024-12-01,Brazil,US,MED,Medium,5372,thousand barrels,BR,-14.235004,-51.92528
2024-12-01,Canada,US,HSO,Heavy Sour,97765,thousand barrels,CA,56.130366,-106.346771
2024-12-01,Canada,US,HSW,Heavy Sweet,642,thousand barrels,CA,56.130366,-106.346771
2024-12-01,Canada,US,LSO,Light Sour,2510,thousand barrels,CA,56.130366,-106.346771
2024-12-01,Canada,US,LSW,Light Sweet,3084,thousand barrels,CA,56.130366,-106.346771
2024-12-01,Canada,US,MED,Medium,27242,thousand barrels,CA,56.130366,-106.346771
2024-12-01,Colombia,US,HSO,Heavy Sour,5867,thousand barrels,CO,4.570868,-74.297333
2024-12-01,Colombia,US,MED,Medium,200,thousand barrels,CO,4.570868,-74.297333
2024-12-01,Ecuador,US,HSO,Heavy Sour,483,thousand barrels,EC,-1.831239,-78.183406
2024-12-01,Ghana,US,MED,Medium,418,thousand barrels,GH,7.946527,-1.023194
2024-12-01,Guatemala,US,HSO,Heavy Sour,280,thousand barrels,GT,15.783471,-90.230759
2024-12-01,Guyana,US,MED,Medium,3749,thousand barrels,GY,4.860416,-58.93018
2024-12-01,Iraq,US,HSO,Heavy Sour,972,thousand barrels,IQ,33.223191,43.679291
2024-12-01,Iraq,US,MED,Medium,5847,thousand barrels,IQ,33.223191,43.679291
2024-12-01,Kazakhstan,US,LSO,Light Sour,434,thousand barrels,KZ,48.019573,66.923684
2024-12-01,Kazakhstan,US,MED,Medium,4,thousand barrels,KZ,48.019573,66.923684
2024-12-01,Kuwait,US,HSO,Heavy Sour,624,thousand barrels,KW,29.31166,47.481766
2024-12-01,Libya,US,LSW,Light Sweet,1894,thousand barrels,LY,26.3351,17.228331
2024-12-01,Mexico,US,HSO,Heavy Sour,9691,thousand barrels,MX,23.634501,-102.552784
2024-12-01,Mexico,US,LSO,Light Sour,2485,thousand barrels,MX,23.634501,-102.552784
2024-12-01,Mexico,US,MED,Medium,1802,thousand barrels,MX,23.634501,-102.552784
2024-12-01,Nigeria,US,LSW,Light Sweet,2889,thousand barrels,NG,9.081999,8.675277
2024-12-01,Nigeria,US,MED,Medium,1802,thousand barrels,NG,9.081999,8.675277
2024-12-01,Norway,US,MED,Medium,533,thousand barrels,NO,60.472024,8.468946
2024-12-01,Saudi Arabia,US,HSO,Heavy Sour,75,thousand barrels,SA,23.885942,45.079162
2024-12-01,Saudi Arabia,US,MED,Medium,5536,thousand barrels,SA,23.885942,45.079162
2024-12-01,Senegal,US,MED,Medium,995,thousand barrels,SN,14.497401,-14.452362
2024-12-01,Trinidad and Tobago,US,HSO,Heavy Sour,685,thousand barrels,TT,10.691803,-61.222503
2024-12-01,Trinidad and Tobago,US,LSW,Light Sweet,380,thousand barrels,TT,10.691803,-61.222503
2024-12-01,United Arab Emirates,US,LSO,Light Sour,2059,thousand barrels,AE,23.424076,53.847818
2024-12-01,United Kingdom,US,HSO,Heavy Sour,399,thousand barrels,GB,55.378051,-3.435973
2024-12-01,United Kingdom,US,LSW,Light Sweet,502,thousand barrels,GB,55.378051,-3.435973
2024-12-01,Venezuela,US,HSO,Heavy Sour,9167,thousand barrels,VE,6.42375,-66.58973
2024-11-01,Algeria,US,LSW,Light Sweet,998,thousand barrels,DZ,28.033886,1.659626
2024-11-01,Angola,US,HSO,Heavy Sour,1219,thousand barrels,AO,-11.202692,17.873887
2024-11-01,Angola,US,MED,Medium,1032,thousand barrels,AO,-11.202692,17.873887
2024-11-01,Argentina,US,HSW,Heavy Sweet,299,thousand barrels,AR,-38.416097,-63.616672
2024-11-01,Argentina,US,LSW,Light Sweet,1934,thousand barrels,AR,-38.416097,-63.616672
2024-11-01,Brazil,US,HSO,Heavy Sour,1948,thousand barrels,BR,-14.235004,-51.92528
2024-11-01,Brazil,US,HSW,Heavy Sweet,485,thousand barrels,BR,-14.235004,-51.92528
2024-11-01,Brazil,US,LSW,Light Sweet,498,thousand barrels,BR,-14.235004,-51.92528
2024-11-01,Brazil,US,MED,Medium,6348,thousand barrels,BR,-14.235004,-51.92528
2024-11-01,Canada,US,HSO,Heavy Sour,90563,thousand barrels,CA,56.130366,-106.346771
2024-11-01,Canada,US,LSO,Light Sour,2892,thousand barrels,CA,56.130366,-106.346771
2024-11-01,Canada,US,LSW,Light Sweet,2358,thousand barrels,CA,56.130366,-106.346771
2024-11-01,Canada,US,MED,Medium,23085,thousand barrels,CA,56.130366,-106.346771
